名称,日期,开盘,收盘,最高,最低,成交量
星图测控,2025-01-02,32.04,24.97,33.37,24.89,222897
星图测控,2025-01-03,25.75,32.49,32.49,25.75,178699
星图测控,2025-01-06,32.03,26.75,32.03,26.57,150146
星图测控,2025-01-07,27.4,28.32,29.14,26.18,113858
星图测控,2025-01-08,27.39,31.29,34.39,27.04,137533
星图测控,2025-01-09,32.03,36.74,39.57,31.32,136298
星图测控,2025-01-10,34.9,34.87,38.27,34.41,103390
星图测控,2025-01-13,35.84,37.38,40.47,35.25,94334
星图测控,2025-01-14,38.38,38.82,39.16,36.2,102346
星图测控,2025-01-15,37.76,34.94,38.82,34.22,105749
星图测控,2025-01-16,34.91,36.12,38.47,34.55,93369
星图测控,2025-01-17,35.25,34.38,35.61,33.59,74260
星图测控,2025-01-20,34.9,34.59,35.74,34.23,49444
星图测控,2025-01-21,35.31,36.12,37.67,34.97,66451
星图测控,2025-01-22,36.68,36.06,37.54,35.04,56006
星图测控,2025-01-23,36.06,34.36,36.85,34.36,63392
星图测控,2025-01-24,34.18,34.04,34.72,33.49,44587
星图测控,2025-01-27,34.36,34.18,35.39,33.88,35140
星图测控,2025-02-05,34.74,34.32,34.78,33.22,37307
星图测控,2025-02-06,34.65,35.84,36.32,33.89,56465
星图测控,2025-02-07,35.42,36.97,38.82,35.02,73113
星图测控,2025-02-10,37.39,45.74,48.06,36.86,103000
星图测控,2025-02-11,42.75,43.67,47.25,42.75,87221
星图测控,2025-02-12,43.11,44.09,46.18,42.41,58150
星图测控,2025-02-13,43.79,41.68,46.0,41.68,67339
星图测控,2025-02-14,41.95,42.02,42.38,39.95,49726
星图测控,2025-02-17,42.02,41.33,42.24,40.47,40976
星图测控,2025-02-18,41.52,42.25,44.07,41.08,51562
星图测控,2025-02-19,42.81,43.32,44.09,42.38,46435
星图测控,2025-02-20,42.76,45.96,48.46,42.22,72564
星图测控,2025-02-21,45.88,45.59,45.95,43.95,50143
星图测控,2025-02-24,46.32,45.28,48.61,44.98,43622
星图测控,2025-02-25,44.61,44.32,45.34,43.92,30247
星图测控,2025-02-26,44.89,45.37,46.71,44.67,36630
星图测控,2025-02-27,44.78,44.93,46.06,44.1,29598
星图测控,2025-02-28,44.95,46.64,49.7,44.62,67346
星图测控,2025-03-03,47.61,51.53,54.59,45.04,73981
星图测控,2025-03-04,50.33,51.1,55.52,50.0,59083
星图测控,2025-03-05,51.48,63.38,65.97,50.13,98689
星图测控,2025-03-06,62.67,65.77,71.85,60.69,93511
星图测控,2025-03-07,64.89,63.97,70.57,62.81,66299
星图测控,2025-03-10,63.11,73.84,74.82,62.44,74845
星图测控,2025-03-11,71.94,90.04,92.75,70.61,101713
星图测控,2025-03-12,90.09,91.83,99.89,85.88,87847
星图测控,2025-03-13,91.33,96.31,97.04,88.31,64139
星图测控,2025-03-14,96.17,81.74,99.75,81.74,89438
星图测控,2025-03-17,80.51,78.37,83.38,76.32,63821
星图测控,2025-03-18,78.56,76.25,79.53,73.47,56935
星图测控,2025-03-19,74.61,69.97,75.25,69.67,52727
星图测控,2025-03-20,70.37,73.37,76.04,70.05,57101
星图测控,2025-03-21,72.05,73.82,76.02,69.92,45367
星图测控,2025-03-24,74.39,75.6,76.95,68.01,52992
星图测控,2025-03-25,73.47,73.32,76.41,71.68,34648
星图测控,2025-03-26,74.17,69.29,74.17,69.09,36377
星图测控,2025-03-27,67.93,63.45,67.93,63.38,47855
星图测控,2025-03-28,63.47,60.94,64.75,60.61,34429
星图测控,2025-03-31,60.61,63.32,63.42,60.52,34816
星图测控,2025-04-01,64.1,65.39,66.97,62.04,38361
星图测控,2025-04-02,64.89,63.06,65.32,62.54,26751
星图测控,2025-04-03,63.11,63.66,65.37,62.15,26021
星图测控,2025-04-07,60.61,52.87,60.61,49.54,50279
星图测控,2025-04-08,54.73,55.0,56.52,52.88,36521
星图测控,2025-04-09,52.89,66.84,70.23,52.76,73471
星图测控,2025-04-10,65.04,67.17,70.31,64.94,64016
星图测控,2025-04-11,66.16,72.03,75.25,65.46,61187
星图测控,2025-04-14,74.15,73.04,74.74,70.61,38812
星图测控,2025-04-15,73.32,75.51,76.92,72.61,40966
星图测控,2025-04-16,77.04,71.37,77.04,70.94,40394
星图测控,2025-04-17,71.37,71.47,73.89,70.61,29347
星图测控,2025-04-18,72.01,72.92,77.28,71.6,60768
星图测控,2025-04-21,74.28,84.97,84.99,72.8,100586
星图测控,2025-04-22,85.0,85.52,86.0,81.0,77195
星图测控,2025-04-23,87.0,84.7,88.0,83.21,55749
星图测控,2025-04-24,85.0,77.9,85.0,77.18,66418
星图测控,2025-04-25,77.9,74.46,80.05,73.99,56037
星图测控,2025-04-28,73.88,75.22,76.48,71.22,39472
星图测控,2025-04-29,74.07,72.73,74.78,72.48,32218
星图测控,2025-04-30,72.26,74.2,75.97,72.26,38558
星图测控,2025-05-06,75.28,77.51,77.51,74.31,40269
星图测控,2025-05-07,78.98,80.27,84.77,78.0,76807
星图测控,2025-05-08,80.0,79.13,80.0,77.03,47396
星图测控,2025-05-09,79.39,78.6,82.38,78.51,46877
星图测控,2025-05-12,79.0,80.88,83.09,77.02,57644
星图测控,2025-05-13,80.51,77.18,80.64,77.03,50854
星图测控,2025-05-14,77.59,74.91,78.17,74.01,43704
星图测控,2025-05-15,75.31,74.5,76.19,74.09,28040
星图测控,2025-05-16,74.5,74.1,75.26,73.54,22012
星图测控,2025-05-19,74.0,74.42,75.43,73.95,22932
星图测控,2025-05-20,74.38,75.5,75.52,71.66,43703
星图测控,2025-05-21,75.7,74.29,76.0,74.15,28383
星图测控,2025-05-22,74.0,71.11,75.03,71.0,36522
星图测控,2025-05-23,70.29,66.9,71.78,66.6,43513
星图测控,2025-05-26,68.5,69.6,70.5,67.52,33862
星图测控,2025-05-27,68.9,69.17,70.5,68.27,23935
星图测控,2025-05-28,69.09,66.06,69.17,66.0,30953
星图测控,2025-05-29,65.91,68.0,68.5,65.88,27723
星图测控,2025-05-30,66.55,66.5,67.48,66.06,22528
星图测控,2025-06-03,66.46,67.21,68.8,66.37,26002
星图测控,2025-06-04,68.0,71.88,74.49,68.0,63562
星图测控,2025-06-05,71.9,77.21,78.99,70.72,88462
星图测控,2025-06-06,79.5,77.95,81.5,75.0,79678
星图测控,2025-06-09,77.77,75.76,77.95,75.22,52950
星图测控,2025-06-10,77.48,74.84,79.18,73.75,61580
星图测控,2025-06-11,73.0,72.4,73.6,72.08,43914
星图测控,2025-06-12,72.5,71.17,72.89,70.8,33619
星图测控,2025-06-13,70.9,72.3,73.0,70.62,38654
星图测控,2025-06-16,72.36,70.19,72.38,69.8,31668
星图测控,2025-06-17,69.9,70.98,71.49,68.81,32368
星图测控,2025-06-18,70.25,70.53,72.0,69.68,26846
星图测控,2025-06-19,70.63,68.1,71.77,68.0,26851
星图测控,2025-06-20,67.67,67.5,68.47,66.52,18579
星图测控,2025-06-23,68.02,69.3,69.48,67.01,18921
星图测控,2025-06-24,69.96,70.47,70.8,68.8,23544
星图测控,2025-06-25,70.98,72.99,73.6,70.5,41592
星图测控,2025-06-26,72.5,71.13,72.98,71.08,33735
星图测控,2025-06-27,70.87,70.03,71.71,70.02,27028
星图测控,2025-06-30,70.03,71.26,72.57,69.75,29950
星图测控,2025-07-01,71.0,69.51,71.0,69.2,24652
星图测控,2025-07-02,69.55,69.29,70.4,68.89,15515
星图测控,2025-07-03,70.29,72.47,74.69,70.06,52126
星图测控,2025-07-04,71.01,69.77,71.37,69.41,32652
星图测控,2025-07-07,69.81,68.82,69.84,68.6,15585
星图测控,2025-07-08,68.78,69.38,69.45,68.54,13789
星图测控,2025-07-09,70.0,68.64,70.37,68.48,18987
星图测控,2025-07-10,68.4,67.25,68.45,66.83,19853
星图测控,2025-07-11,67.55,68.15,68.42,67.17,14514
星图测控,2025-07-14,68.15,68.67,68.89,67.67,12228
星图测控,2025-07-15,68.67,67.99,69.2,67.52,13276
星图测控,2025-07-16,68.28,67.95,68.5,67.67,9341
星图测控,2025-07-17,68.48,68.69,69.17,67.85,16507
星图测控,2025-07-18,68.68,67.91,68.87,67.8,14064
星图测控,2025-07-21,67.92,68.16,68.4,67.33,14731
星图测控,2025-07-22,68.15,67.74,68.28,67.57,15039
星图测控,2025-07-23,67.83,67.63,68.5,67.21,18283
星图测控,2025-07-24,67.61,67.77,67.95,67.5,12690
星图测控,2025-07-25,68.26,69.98,71.4,67.97,44330
星图测控,2025-07-28,69.59,69.35,71.17,68.59,23304
星图测控,2025-07-29,68.8,67.73,69.3,67.11,28365
星图测控,2025-07-30,67.59,67.18,68.37,67.07,15423
星图测控,2025-07-31,67.1,67.4,68.39,67.05,15977
星图测控,2025-08-01,67.7,67.07,67.96,66.88,9705
星图测控,2025-08-04,67.05,68.75,69.2,66.7,22784
星图测控,2025-08-05,68.75,69.14,70.99,68.2,27780
星图测控,2025-08-06,69.4,69.78,70.63,68.51,26851
星图测控,2025-08-07,69.6,71.87,73.73,69.01,48866
星图测控,2025-08-08,71.93,72.26,75.85,71.93,55947
星图测控,2025-08-11,74.02,75.0,75.19,71.3,54187
星图测控,2025-08-12,75.75,73.87,77.77,73.0,52646
星图测控,2025-08-13,74.06,72.2,75.81,72.1,44449
星图测控,2025-08-14,72.34,69.7,72.68,69.69,38076
星图测控,2025-08-15,69.2,70.28,71.25,69.2,33001
星图测控,2025-08-18,70.28,71.77,71.97,69.4,40911
星图测控,2025-08-19,71.73,71.7,73.9,71.33,38556
星图测控,2025-08-20,72.51,74.47,76.46,72.51,52301
星图测控,2025-08-21,73.7,72.12,73.87,71.88,36107
星图测控,2025-08-22,72.41,72.38,72.89,71.1,27327
星图测控,2025-08-25,72.2,76.78,77.44,71.01,68650
星图测控,2025-08-26,77.01,75.67,80.7,75.18,65144
星图测控,2025-08-27,74.91,73.8,76.96,73.68,44391
星图测控,2025-08-28,75.0,76.0,77.92,74.0,50733
星图测控,2025-08-29,75.6,76.36,78.2,74.57,46752
星图测控,2025-09-01,76.36,73.68,76.54,73.47,41952
星图测控,2025-09-02,73.6,72.87,74.66,72.32,22798
星图测控,2025-09-03,73.0,69.99,73.59,69.95,25107
星图测控,2025-09-04,70.5,69.2,71.04,68.07,23163
星图测控,2025-09-05,69.51,71.1,71.38,69.51,21611
