日期,开盘,收盘,最高,最低,成交量
2023-03-15,17.97,17.76,19.47,17.35,69502
2023-03-16,17.7,16.0,18.05,15.9,28459
2023-03-17,15.85,16.54,16.97,15.3,21453
2023-03-20,16.25,15.44,16.25,15.31,18467
2023-03-21,15.32,15.78,16.1,15.3,7945
2023-03-22,15.55,15.59,15.84,15.42,5169
2023-03-23,15.5,15.54,15.62,15.4,6734
2023-03-24,15.5,16.38,16.56,15.5,11335
2023-03-27,16.23,16.19,16.29,16.01,4560
2023-03-28,16.36,16.7,16.98,16.11,5358
2023-03-29,16.78,17.45,17.6,16.78,11109
2023-03-30,17.61,17.18,17.79,16.92,5010
2023-03-31,17.02,17.26,17.38,17.02,2527
2023-04-03,17.01,16.91,17.25,16.79,3670
2023-04-04,16.58,16.79,16.88,16.58,1528
2023-04-06,16.78,16.6,16.99,16.49,3358
2023-04-07,16.51,16.88,16.97,16.51,1784
2023-04-10,16.88,17.12,17.18,16.88,2463
2023-04-11,17.18,17.1,17.25,17.0,1966
2023-04-12,17.02,17.1,17.21,16.99,1728
2023-04-13,17.05,17.1,17.19,17.04,2549
2023-04-14,17.1,16.82,17.12,16.68,3559
2023-04-17,16.94,16.09,17.0,15.7,10767
2023-04-18,16.03,16.0,16.24,15.91,1995
2023-04-19,16.0,16.06,16.22,15.89,1663
2023-04-20,16.06,15.93,16.06,15.91,3019
2023-04-21,16.09,15.68,16.13,15.68,1693
2023-04-24,15.92,16.19,16.47,15.78,1980
2023-04-25,16.06,16.12,16.24,15.86,4048
2023-04-26,16.07,16.01,16.19,15.91,2080
2023-04-27,15.98,15.99,16.02,15.85,1278
2023-04-28,16.04,16.04,16.16,15.76,957
2023-05-04,16.26,16.26,16.3,15.86,2937
2023-05-05,16.26,16.32,16.9,16.12,3974
2023-05-08,16.18,16.3,16.44,16.1,2716
2023-05-09,16.46,15.9,16.46,15.85,4235
2023-05-10,15.99,15.95,16.25,15.88,1472
2023-05-11,15.9,15.94,16.19,15.9,1112
2023-05-12,15.95,15.55,15.96,15.42,3167
2023-05-15,15.61,15.63,15.7,15.5,1289
2023-05-16,15.56,15.7,15.72,15.56,1619
2023-05-17,15.7,15.8,15.95,15.63,1456
2023-05-18,15.89,15.89,16.15,15.82,2383
2023-05-19,15.9,15.94,16.14,15.65,1971
2023-05-22,15.96,16.1,16.13,15.9,1775
2023-05-23,16.1,16.49,16.5,16.1,4192
2023-05-24,16.53,16.42,16.53,16.26,1730
2023-05-25,16.07,16.07,16.38,16.05,1795
2023-05-26,16.01,16.08,16.48,15.7,3076
2023-05-29,16.24,15.59,16.24,15.56,2995
2023-05-30,15.75,15.64,15.75,15.49,3623
2023-05-31,15.93,15.65,15.93,15.39,5563
2023-06-01,15.5,15.72,15.98,15.5,3828
2023-06-02,15.74,15.83,15.92,15.57,2857
2023-06-05,15.85,15.71,15.85,15.58,2657
2023-06-06,15.75,15.55,15.75,15.4,2442
2023-06-07,15.63,15.49,15.63,15.4,2488
2023-06-08,15.41,15.2,15.5,15.2,2172
2023-06-09,15.2,15.13,15.29,15.07,3451
2023-06-12,15.39,15.0,15.39,14.98,1950
2023-06-13,15.0,14.04,15.0,13.81,12941
2023-06-14,14.07,13.68,14.16,13.68,6415
2023-06-15,13.6,13.69,13.73,13.25,9830
2023-06-16,13.65,13.54,13.65,13.41,7066
2023-06-19,13.5,13.96,13.96,13.35,5888
2023-06-20,13.96,14.2,14.25,13.96,4013
2023-06-21,14.25,14.66,14.72,14.04,6677
2023-06-26,14.66,15.09,15.57,14.66,17785
2023-06-27,15.01,15.21,15.5,14.91,6986
2023-06-28,15.21,15.3,15.3,15.0,7138
2023-06-29,15.19,15.46,15.69,15.19,3491
2023-06-30,15.31,14.95,15.31,14.8,4129
2023-07-03,14.95,14.95,15.07,14.8,2034
2023-07-04,14.84,15.14,15.36,14.8,3776
2023-07-05,15.18,15.15,15.38,15.04,1676
2023-07-06,15.2,15.16,15.3,15.1,2834
2023-07-07,15.09,15.05,15.23,14.7,2450
2023-07-10,14.89,15.03,15.12,14.89,836
2023-07-11,14.9,15.0,15.1,14.9,1349
2023-07-12,15.09,14.95,15.09,14.91,1409
2023-07-13,15.06,15.12,15.3,14.95,2517
2023-07-14,15.0,15.07,15.18,14.92,964
2023-07-17,15.06,15.01,15.14,14.95,791
2023-07-18,15.13,15.27,15.31,15.01,2650
2023-07-19,15.19,15.25,15.35,14.98,2463
2023-07-20,15.34,16.62,17.65,15.26,16086
2023-07-21,16.49,16.9,17.56,16.46,14965
2023-07-24,16.65,16.79,17.49,16.6,7726
2023-07-25,16.7,16.73,17.2,16.65,4744
2023-07-26,16.89,17.5,17.68,16.73,10602
2023-07-27,17.2,17.15,18.18,17.1,6767
2023-07-28,17.15,17.9,18.0,17.05,7820
2023-07-31,18.04,17.67,18.04,17.61,5174
2023-08-01,17.22,17.07,17.67,17.06,4681
2023-08-02,17.33,17.56,17.9,17.25,5840
2023-08-03,17.41,17.25,17.55,17.09,5343
2023-08-04,17.25,17.35,17.59,17.1,3852
2023-08-07,17.25,17.2,17.3,17.12,948
2023-08-08,17.3,17.19,17.35,17.17,1629
2023-08-09,17.16,17.27,17.54,17.09,2869
2023-08-10,17.27,17.16,17.27,16.8,2480
2023-08-11,17.0,17.14,17.2,16.89,2086
2023-08-14,16.82,16.6,17.0,16.0,2823
2023-08-15,16.32,16.47,16.68,16.11,2216
2023-08-16,16.56,16.2,16.56,16.2,1006
2023-08-17,16.2,16.26,16.46,16.12,1220
2023-08-18,16.07,16.25,16.4,16.07,1224
2023-08-21,16.16,15.99,16.38,15.9,1410
2023-08-22,15.89,15.94,16.12,15.7,2001
2023-08-23,15.98,15.3,15.98,15.05,2341
2023-08-24,15.3,15.48,15.6,15.01,2520
2023-08-25,15.48,15.22,15.48,15.02,1735
2023-08-28,15.81,15.29,16.05,15.12,2907
2023-08-29,15.13,15.38,15.42,15.1,1116
2023-08-30,15.46,15.38,15.46,15.25,939
2023-08-31,15.49,15.78,16.0,15.27,979
2023-09-01,15.41,15.8,15.89,15.41,1054
2023-09-04,16.14,16.27,16.48,16.12,3446
2023-09-05,16.43,16.18,16.43,16.06,1398
2023-09-06,16.35,16.22,16.35,15.85,1024
2023-09-07,16.34,16.21,16.34,16.02,932
2023-09-08,16.23,16.18,16.23,16.06,160
2023-09-11,16.05,16.13,16.29,15.98,1400
2023-09-12,16.16,15.8,16.16,15.65,1935
2023-09-13,15.93,15.68,15.93,15.6,672
2023-09-14,15.78,15.31,15.78,15.16,1349
2023-09-15,15.32,15.17,15.44,15.05,1446
2023-09-18,15.08,15.24,15.41,15.03,556
2023-09-19,15.23,15.17,15.32,15.1,1319
2023-09-20,15.11,15.1,15.3,15.02,1295
2023-09-21,15.23,15.14,15.23,15.03,317
2023-09-22,15.27,15.65,15.72,15.05,2233
2023-09-25,15.65,16.46,16.47,15.65,5494
2023-09-26,16.53,16.0,16.59,15.96,3085
2023-09-27,16.12,15.78,16.12,15.68,1752
2023-09-28,15.66,15.65,15.98,15.3,1940
2023-10-09,15.38,15.35,15.78,15.34,1406
2023-10-10,15.78,15.5,16.5,15.34,3785
2023-10-11,15.36,15.2,15.5,15.18,2566
2023-10-12,15.24,15.61,15.78,15.14,5653
2023-10-13,15.5,15.78,15.88,15.25,3899
2023-10-16,15.7,16.45,16.45,15.52,6354
2023-10-17,16.34,16.35,16.66,16.15,16142
2023-10-18,16.39,15.91,16.39,15.75,1858
2023-10-19,15.83,15.61,15.94,15.56,983
2023-10-20,15.81,15.62,15.81,15.59,180
2023-10-23,15.69,15.41,15.73,15.3,646
2023-10-24,15.38,15.57,15.67,15.37,1120
2023-10-25,15.6,15.6,15.7,15.5,1467
2023-10-26,15.5,15.8,15.98,15.17,4635
2023-10-27,15.6,16.36,16.75,15.6,4121
2023-10-30,16.18,15.8,16.2,15.8,3132
2023-10-31,15.76,15.87,16.25,15.75,1330
2023-11-01,15.97,15.91,16.75,15.8,3498
2023-11-02,15.81,15.61,15.86,15.61,868
2023-11-03,15.5,15.5,15.81,15.45,1973
2023-11-06,15.5,15.83,15.88,15.5,2010
2023-11-07,15.7,15.6,15.98,15.6,3602
2023-11-08,15.74,15.67,15.74,15.48,3001
2023-11-09,15.71,15.51,15.71,15.47,2054
2023-11-10,15.5,15.44,15.53,15.4,1842
2023-11-13,15.49,15.43,15.49,15.27,1625
2023-11-14,15.43,15.67,15.85,15.36,1013
2023-11-15,15.68,15.59,16.18,15.53,2834
2023-11-16,15.69,15.53,15.69,15.5,796
2023-11-17,15.53,15.79,15.89,15.53,1189
2023-11-20,15.6,15.64,15.83,15.5,3408
2023-11-21,15.64,16.25,17.11,15.61,26787
2023-11-22,16.1,17.18,17.49,15.5,42464
2023-11-23,17.39,16.43,18.06,16.4,34416
2023-11-24,16.26,17.7,18.8,16.01,51815
2023-11-27,17.71,19.08,20.5,17.56,110387
2023-11-28,18.01,17.94,18.89,17.8,51792
2023-11-29,17.96,17.3,18.28,17.11,39225
2023-11-30,17.13,17.0,17.52,16.79,18874
2023-12-01,17.24,16.75,17.37,16.71,16406
2023-12-04,16.68,16.88,17.12,16.51,13728
2023-12-05,17.04,17.54,17.78,16.83,33505
2023-12-06,17.46,17.15,17.82,17.11,20244
2023-12-07,17.05,17.69,18.0,17.05,35554
2023-12-08,17.58,18.24,18.38,17.58,41236
2023-12-11,18.32,17.94,18.65,17.69,17259
2023-12-12,17.8,17.88,18.12,17.8,11710
2023-12-13,17.78,18.17,18.35,17.68,24634
2023-12-14,18.32,17.96,18.34,17.95,25873
2023-12-15,17.9,17.5,17.9,17.42,17292
2023-12-18,17.59,17.97,18.12,17.5,19526
2023-12-19,18.0,17.84,18.05,17.6,11418
2023-12-20,18.06,17.97,18.49,17.86,18481
2023-12-21,17.65,18.34,19.9,17.65,67158
2023-12-22,18.21,18.87,19.68,18.11,38794
2023-12-25,18.85,21.07,21.5,18.85,74836
2023-12-26,21.07,27.39,27.39,20.9,173189
2023-12-27,28.0,26.57,31.6,26.12,185631
2023-12-28,25.41,24.62,25.98,23.5,119031
2023-12-29,24.02,27.14,28.4,24.02,124673
2024-01-02,27.2,26.52,27.83,25.49,101911
2024-01-03,25.85,24.91,26.55,24.51,65828
2024-01-04,24.55,25.11,25.99,24.07,55504
2024-01-05,24.88,25.3,26.52,23.8,93321
2024-01-08,24.9,25.0,26.38,24.03,71470
2024-01-09,24.44,21.98,24.95,21.8,77925
2024-01-10,21.64,22.12,23.4,21.1,53900
2024-01-11,21.66,21.48,22.04,21.0,43344
2024-01-12,21.4,19.5,21.68,19.46,50075
2024-01-15,19.56,18.94,20.2,18.86,35704
2024-01-16,19.1,20.1,20.22,18.26,58645
