名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
康农种业,2024-01-18,10.53,9.62,11.17,9.58,136092,258424895.04,26.95,63.05,3.72,63.86
康农种业,2024-01-19,9.18,8.97,9.48,8.84,87164,146952288.79,6.65,-6.76,-0.65,40.9
康农种业,2024-01-22,8.97,8.25,8.97,8.17,54010,87044329.38,8.92,-8.03,-0.72,25.34
康农种业,2024-01-23,8.2,8.18,8.42,8.09,35327,54460961.23,4.0,-0.85,-0.07,16.58
康农种业,2024-01-24,8.24,8.07,8.31,7.73,37595,56766928.89,7.09,-1.34,-0.11,17.64
康农种业,2024-01-25,8.08,7.89,8.09,7.71,35549,52981969.93,4.71,-2.23,-0.18,16.68
康农种业,2024-01-26,7.81,8.15,8.29,7.77,43813,66396369.18,6.59,3.3,0.26,20.56
康农种业,2024-01-29,8.08,8.03,8.43,7.77,45196,68645649.28,8.1,-1.47,-0.12,21.21
康农种业,2024-01-30,7.97,8.23,8.63,7.82,57757,89921644.0,10.09,2.49,0.2,27.1
康农种业,2024-01-31,8.01,7.84,8.15,7.77,47117,70149406.43,4.62,-4.74,-0.39,22.11
康农种业,2024-02-01,7.72,7.01,7.96,6.95,39358,55212174.01,12.88,-10.59,-0.83,18.47
康农种业,2024-02-02,7.05,6.19,7.1,6.02,36661,45216122.91,15.41,-11.7,-0.82,17.2
康农种业,2024-02-05,6.39,6.55,7.57,6.2,69831,91381257.22,22.13,5.82,0.36,32.77
康农种业,2024-02-06,6.07,6.99,7.04,5.77,60985,74103076.53,19.39,6.72,0.44,28.62
康农种业,2024-02-07,6.89,6.44,7.41,6.22,49852,64558666.95,17.02,-7.87,-0.55,23.39
康农种业,2024-02-08,6.49,6.41,6.49,5.96,34425,40820539.79,8.23,-0.47,-0.03,16.15
康农种业,2024-02-19,6.52,6.52,6.53,6.35,25419,31034915.26,2.81,1.72,0.11,11.93
康农种业,2024-02-20,6.53,6.79,6.81,6.48,31861,40001816.75,5.06,4.14,0.27,14.95
康农种业,2024-02-21,6.66,6.78,7.01,6.6,32364,41584520.64,6.04,-0.15,-0.01,15.19
康农种业,2024-02-22,6.73,6.91,7.16,6.73,35671,46717801.75,6.34,1.92,0.13,16.74
康农种业,2024-02-23,6.84,6.74,6.91,6.58,28862,36807076.38,4.78,-2.46,-0.17,13.54
康农种业,2024-02-26,6.7,6.89,6.93,6.6,28068,35952177.17,4.9,2.23,0.15,13.17
康农种业,2024-02-27,6.86,7.34,7.47,6.79,45530,62085302.6,9.87,6.53,0.45,21.36
康农种业,2024-02-28,7.32,7.68,7.77,7.08,71125,99830282.88,9.4,4.63,0.34,33.37
康农种业,2024-02-29,7.64,7.99,8.26,7.44,72193,106071098.39,10.68,4.04,0.31,33.87
康农种业,2024-03-01,7.85,7.77,7.97,7.75,42753,62929822.07,2.75,-2.75,-0.22,20.06
康农种业,2024-03-04,7.75,7.53,7.82,7.43,34163,48950448.27,5.02,-3.09,-0.24,16.03
康农种业,2024-03-05,7.47,7.25,7.53,7.12,25869,35557719.69,5.44,-3.72,-0.28,12.14
康农种业,2024-03-06,7.18,7.43,7.55,7.16,24172,33419790.75,5.38,2.48,0.18,11.34
