名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
纬达光电,2022-12-27,7.61,7.31,7.61,6.69,88917,67858819.92,11.47,-8.85,-0.71,28.92
纬达光电,2022-12-28,6.78,6.74,6.95,6.74,14978,10970017.77,2.87,-7.8,-0.57,4.87
纬达光电,2022-12-29,6.71,6.62,6.71,6.58,6128,4362349.89,1.93,-1.78,-0.12,1.99
纬达光电,2022-12-30,6.62,6.66,6.71,6.56,4033,2873014.69,2.27,0.6,0.04,1.31
纬达光电,2023-01-03,6.67,6.76,6.78,6.61,3372,2425682.93,2.55,1.5,0.1,1.1
纬达光电,2023-01-04,6.76,6.73,6.81,6.69,3138,2272462.64,1.78,-0.44,-0.03,1.02
纬达光电,2023-01-05,6.79,6.72,6.79,6.7,2338,1689350.75,1.34,-0.15,-0.01,0.76
纬达光电,2023-01-06,6.75,6.7,6.75,6.7,1946,1404222.73,0.74,-0.3,-0.02,0.63
纬达光电,2023-01-09,6.7,6.68,6.73,6.67,1793,1289787.93,0.9,-0.3,-0.02,0.58
纬达光电,2023-01-10,6.65,6.65,6.69,6.65,2489,1783874.2,0.6,-0.45,-0.03,0.81
纬达光电,2023-01-11,6.65,6.67,6.73,6.63,1723,1235421.96,1.5,0.3,0.02,0.56
纬达光电,2023-01-12,6.7,6.67,6.73,6.63,1026,733833.58,1.5,0.0,0.0,0.33
纬达光电,2023-01-13,6.7,6.65,6.7,6.64,1233,883048.98,0.9,-0.3,-0.02,0.4
纬达光电,2023-01-16,6.65,6.69,6.7,6.65,2848,2044394.33,0.75,0.6,0.04,0.93
纬达光电,2023-01-17,6.69,6.66,6.73,6.65,1721,1233407.88,1.2,-0.45,-0.03,0.56
纬达光电,2023-01-18,6.65,6.68,6.7,6.64,1752,1258138.55,0.9,0.3,0.02,0.57
纬达光电,2023-01-19,6.68,6.67,6.7,6.64,1537,1103460.16,0.9,-0.15,-0.01,0.5
纬达光电,2023-01-20,6.66,6.71,6.71,6.66,1616,1162194.1,0.75,0.6,0.04,0.53
纬达光电,2023-01-30,6.73,6.74,6.75,6.71,3413,2467111.27,0.6,0.45,0.03,1.11
纬达光电,2023-01-31,6.72,7.77,7.95,6.7,34667,27512741.8,18.55,15.28,1.03,11.28
纬达光电,2023-02-01,7.76,7.66,8.01,7.36,24007,19741049.34,8.37,-1.42,-0.11,7.81
纬达光电,2023-02-02,7.17,7.33,7.56,7.17,10122,7948386.99,5.09,-4.31,-0.33,3.29
纬达光电,2023-02-03,7.35,7.4,7.53,7.33,5647,4487285.62,2.73,0.95,0.07,1.84
纬达光电,2023-02-06,7.11,7.17,7.49,7.11,4851,3735623.62,5.14,-3.11,-0.23,1.58
纬达光电,2023-02-07,7.16,7.27,7.3,7.16,4974,3852540.26,1.95,1.39,0.1,1.62
纬达光电,2023-02-08,7.3,7.22,7.3,7.15,4168,3209631.24,2.06,-0.69,-0.05,1.36
纬达光电,2023-02-09,7.12,7.23,7.27,7.12,2895,2233818.71,2.08,0.14,0.01,0.94
纬达光电,2023-02-10,7.23,7.19,7.23,7.18,1794,1379785.12,0.69,-0.55,-0.04,0.58
纬达光电,2023-02-13,7.19,7.25,7.3,7.19,5349,4143127.25,1.53,0.83,0.06,1.74
纬达光电,2023-02-14,7.26,7.24,7.37,7.22,4533,3520775.62,2.07,-0.14,-0.01,1.47
纬达光电,2023-02-15,7.25,7.19,7.26,7.18,2346,1810373.78,1.1,-0.69,-0.05,0.76
纬达光电,2023-02-16,7.19,7.08,7.35,7.03,4239,3260629.99,4.45,-1.53,-0.11,1.38
纬达光电,2023-02-17,7.03,7.08,7.13,7.03,1637,1238658.83,1.41,0.0,0.0,0.53
纬达光电,2023-02-20,7.08,7.16,7.2,7.02,1263,964318.64,2.54,1.13,0.08,0.41
纬达光电,2023-02-21,7.1,7.11,7.19,7.07,2678,2038259.89,1.68,-0.7,-0.05,0.87
纬达光电,2023-02-22,7.08,7.11,7.16,7.08,1017,774042.82,1.13,0.0,0.0,0.33
纬达光电,2023-02-23,7.11,7.05,7.14,7.04,1758,1331332.58,1.41,-0.84,-0.06,0.57
纬达光电,2023-02-24,7.05,7.08,7.09,7.04,954,721836.12,0.71,0.43,0.03,0.31
纬达光电,2023-02-27,7.02,7.02,7.05,7.01,1444,1086790.54,0.56,-0.85,-0.06,0.47
纬达光电,2023-02-28,7.02,7.02,7.06,7.0,1175,882661.48,0.85,0.0,0.0,0.38
纬达光电,2023-03-01,7.0,7.01,7.02,6.98,837,628126.3,0.57,-0.14,-0.01,0.27
纬达光电,2023-03-02,6.96,7.02,7.02,6.96,1329,995279.6,0.86,0.14,0.01,0.43
纬达光电,2023-03-03,6.97,6.94,7.0,6.89,1979,1472874.44,1.57,-1.14,-0.08,0.64
纬达光电,2023-03-06,7.0,6.89,7.0,6.8,2024,1498504.49,2.88,-0.72,-0.05,0.66
纬达光电,2023-03-07,6.86,6.81,6.97,6.8,2693,1975347.38,2.47,-1.16,-0.08,0.88
纬达光电,2023-03-08,6.87,6.86,6.87,6.81,1033,756815.13,0.88,0.73,0.05,0.34
纬达光电,2023-03-09,6.81,6.85,6.86,6.8,1507,1104553.87,0.87,-0.15,-0.01,0.49
纬达光电,2023-03-10,6.81,6.82,6.84,6.78,1190,869177.98,0.88,-0.44,-0.03,0.39
