名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
联迪信息,2022-09-02,7.4,7.19,7.48,6.88,62243,48549729.7,8.11,-2.84,-0.21,31.7
联迪信息,2022-09-05,6.96,6.9,7.05,6.85,14084,10592157.25,2.78,-4.03,-0.29,7.17
联迪信息,2022-09-06,6.89,6.89,6.95,6.84,6082,4552146.63,1.59,-0.14,-0.01,3.1
联迪信息,2022-09-07,6.9,7.2,7.4,6.86,15701,12228086.63,7.84,4.5,0.31,8.0
联迪信息,2022-09-08,7.14,6.97,7.2,6.87,8527,6477294.81,4.58,-3.19,-0.23,4.34
联迪信息,2022-09-09,6.97,6.96,7.03,6.95,3305,2503481.76,1.15,-0.14,-0.01,1.68
联迪信息,2022-09-13,6.96,7.15,7.36,6.96,9516,7386666.77,5.75,2.73,0.19,4.85
联迪信息,2022-09-14,7.03,7.05,7.2,6.95,5830,4461673.26,3.5,-1.4,-0.1,2.97
联迪信息,2022-09-15,6.93,7.11,7.26,6.93,4064,3120041.12,4.68,0.85,0.06,2.07
联迪信息,2022-09-16,7.21,9.42,9.42,7.16,80649,75202178.66,31.79,32.49,2.31,41.08
联迪信息,2022-09-19,9.55,8.5,9.58,7.63,56577,51014042.64,20.7,-9.77,-0.92,28.82
联迪信息,2022-09-20,8.05,8.7,9.15,7.71,36698,33352816.83,16.94,2.35,0.2,18.69
联迪信息,2022-09-21,8.77,9.28,10.37,8.3,52201,52609378.92,23.79,6.67,0.58,26.59
联迪信息,2022-09-22,9.06,9.18,9.94,8.8,35427,35028345.66,12.28,-1.08,-0.1,18.05
联迪信息,2022-09-23,9.18,8.26,9.28,8.21,25400,23494742.78,11.66,-10.02,-0.92,12.94
联迪信息,2022-09-26,8.01,7.68,8.2,7.25,26055,21499402.28,11.5,-7.02,-0.58,13.27
联迪信息,2022-09-27,7.45,7.49,7.69,7.37,13715,11060379.07,4.17,-2.47,-0.19,6.99
联迪信息,2022-09-28,7.49,7.25,7.6,7.24,13207,10516173.95,4.81,-3.2,-0.24,6.73
联迪信息,2022-09-29,7.45,6.9,7.48,6.85,14907,11385503.29,8.69,-4.83,-0.35,7.59
联迪信息,2022-09-30,6.91,6.54,6.95,6.48,10969,7932298.13,6.81,-5.22,-0.36,5.59
联迪信息,2022-10-10,6.62,6.05,6.62,6.05,6092,4183796.08,8.72,-7.49,-0.49,3.1
联迪信息,2022-10-11,6.25,6.27,6.35,6.02,6636,4510610.41,5.45,3.64,0.22,3.38
联迪信息,2022-10-12,6.27,6.33,6.33,6.11,5848,3998737.39,3.51,0.96,0.06,2.98
联迪信息,2022-10-13,6.3,6.68,6.95,6.21,15470,11336716.97,11.69,5.53,0.35,7.88
联迪信息,2022-10-14,6.47,6.65,6.78,6.47,13122,9410598.99,4.64,-0.45,-0.03,6.68
联迪信息,2022-10-17,6.62,6.8,7.06,6.6,9676,7170257.46,6.92,2.26,0.15,4.93
