名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
科润智控,2022-07-13,3.78,3.92,3.96,3.78,93749,39315382.88,4.53,-1.26,-0.05,9.15
科润智控,2022-07-14,3.91,3.86,3.91,3.82,30218,12650141.47,2.3,-1.53,-0.06,2.95
科润智控,2022-07-15,3.86,3.83,3.86,3.82,11429,4762656.59,1.04,-0.78,-0.03,1.12
科润智控,2022-07-18,3.87,3.81,3.87,3.78,20723,8588344.4,2.35,-0.52,-0.02,2.02
科润智控,2022-07-19,3.91,3.98,4.01,3.89,41722,17886200.56,3.15,4.46,0.17,4.07
科润智控,2022-07-20,3.98,3.97,4.01,3.93,30641,13179646.47,2.01,-0.25,-0.01,2.99
科润智控,2022-07-21,3.98,3.96,3.98,3.95,14698,6307271.43,0.76,-0.25,-0.01,1.44
科润智控,2022-07-22,3.96,3.96,3.99,3.94,14080,6044142.71,1.26,0.0,0.0,1.37
科润智控,2022-07-25,3.98,3.95,3.98,3.91,11444,4892714.04,1.77,-0.25,-0.01,1.12
科润智控,2022-07-26,3.93,4.16,4.22,3.91,53976,23812028.57,7.85,5.32,0.21,5.27
科润智控,2022-07-27,4.17,4.82,5.17,4.13,102837,51443067.3,25.0,15.87,0.66,10.04
科润智控,2022-07-28,4.86,5.07,5.21,4.56,86763,45431268.92,13.49,5.19,0.25,8.47
科润智控,2022-07-29,4.98,4.9,5.14,4.88,51313,27299926.35,5.13,-3.35,-0.17,5.01
科润智控,2022-08-01,4.77,4.7,4.89,4.58,35701,18038077.04,6.33,-4.08,-0.2,3.49
科润智控,2022-08-02,4.65,4.93,5.16,4.48,57529,29503965.86,14.47,4.89,0.23,5.62
科润智控,2022-08-03,4.88,4.92,5.05,4.79,32211,16900602.49,5.27,-0.2,-0.01,3.15
科润智控,2022-08-04,4.92,5.04,5.31,4.84,41271,22444069.38,9.55,2.44,0.12,4.03
科润智控,2022-08-05,5.04,5.16,5.35,4.98,34706,19219248.39,7.34,2.38,0.12,3.39
科润智控,2022-08-08,5.18,5.17,5.28,5.05,27090,14831427.56,4.46,0.19,0.01,2.65
科润智控,2022-08-09,5.12,5.13,5.17,5.06,21818,11845611.01,2.13,-0.77,-0.04,2.13
科润智控,2022-08-10,5.2,5.93,6.04,5.07,69887,41223657.6,18.91,15.59,0.8,6.82
科润智控,2022-08-11,5.72,6.06,6.39,5.72,48917,30931378.22,11.3,2.19,0.13,4.78
科润智控,2022-08-12,6.16,5.91,6.18,5.88,27624,17463561.05,4.95,-2.48,-0.15,2.7
科润智控,2022-08-15,6.07,5.98,6.07,5.83,18884,11711598.36,4.06,1.18,0.07,1.84
科润智控,2022-08-16,5.95,6.07,6.16,5.89,28759,18225543.37,4.52,1.51,0.09,2.81
科润智控,2022-08-17,6.13,6.29,6.35,6.03,23967,15692924.36,5.27,3.62,0.22,2.41
科润智控,2022-08-18,6.19,7.05,7.35,6.19,51964,37866824.64,18.44,12.08,0.76,5.22
科润智控,2022-08-19,7.14,6.72,7.14,6.67,36728,26508753.95,6.67,-4.68,-0.33,3.69
科润智控,2022-08-22,6.69,6.53,6.9,6.43,30164,20331091.78,6.99,-2.83,-0.19,3.03
