名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
华密新材,2022-12-23,3.75,4.12,4.12,3.48,58357,40135593.99,14.51,-6.58,-0.29,26.36
华密新材,2022-12-26,3.56,4.03,4.03,3.5,15693,10575934.34,12.86,-2.18,-0.09,8.42
华密新材,2022-12-27,3.54,3.7,3.76,3.54,6528,4400876.14,5.46,-8.19,-0.33,3.5
华密新材,2022-12-28,3.7,3.55,3.7,3.54,4366,2876957.63,4.32,-4.05,-0.15,2.34
华密新材,2022-12-29,3.53,3.47,3.58,3.46,3905,2516066.6,3.38,-2.25,-0.08,2.09
华密新材,2022-12-30,3.47,3.48,3.51,3.46,1278,820441.27,1.44,0.29,0.01,0.69
华密新材,2023-01-03,3.5,3.48,3.51,3.42,1509,967846.01,2.59,0.0,0.0,0.81
华密新材,2023-01-04,3.48,3.46,3.49,3.46,1105,709615.83,0.86,-0.57,-0.02,0.59
华密新材,2023-01-05,3.49,3.45,3.49,3.44,1467,936412.53,1.45,-0.29,-0.01,0.79
华密新材,2023-01-06,3.46,3.44,3.47,3.42,1612,1023213.45,1.45,-0.29,-0.01,0.86
华密新材,2023-01-09,3.45,3.43,3.45,3.43,1169,742077.37,0.58,-0.29,-0.01,0.63
华密新材,2023-01-10,3.44,3.42,3.44,3.41,1329,839867.09,0.87,-0.29,-0.01,0.71
华密新材,2023-01-11,3.41,3.4,3.44,3.39,1341,844975.14,1.46,-0.58,-0.02,0.72
华密新材,2023-01-12,3.41,3.38,3.41,3.35,991,620048.01,1.76,-0.59,-0.02,0.53
华密新材,2023-01-13,3.37,3.39,3.39,3.36,641,400779.5,0.89,0.3,0.01,0.34
华密新材,2023-01-16,3.39,3.41,3.42,3.37,741,466926.22,1.47,0.59,0.02,0.4
华密新材,2023-01-17,3.44,3.43,3.45,3.41,676,429267.67,1.17,0.59,0.02,0.36
华密新材,2023-01-18,3.43,3.45,3.45,3.41,1016,646897.92,1.17,0.58,0.02,0.55
华密新材,2023-01-19,3.45,3.46,3.47,3.45,710,453903.7,0.58,0.29,0.01,0.38
华密新材,2023-01-20,3.47,3.47,3.48,3.45,1156,740031.93,0.87,0.29,0.01,0.62
华密新材,2023-01-30,3.48,3.48,3.49,3.47,2150,1381586.6,0.58,0.29,0.01,1.15
华密新材,2023-01-31,3.48,3.75,3.75,3.48,11980,8034493.48,7.76,7.76,0.27,6.43
华密新材,2023-02-01,3.76,3.71,3.81,3.67,9538,6549769.0,3.73,-1.07,-0.04,5.12
华密新材,2023-02-02,3.73,3.58,3.73,3.57,5977,3970038.52,4.31,-3.5,-0.13,3.21
华密新材,2023-02-03,3.61,3.63,3.63,3.58,2171,1438573.19,1.4,1.4,0.05,1.16
华密新材,2023-02-06,3.63,3.6,3.64,3.58,1166,776790.45,1.65,-0.83,-0.03,0.63
华密新材,2023-02-07,3.64,3.61,3.64,3.6,899,597824.4,1.11,0.28,0.01,0.48
华密新材,2023-02-08,3.67,3.6,3.67,3.6,849,564603.93,1.94,-0.28,-0.01,0.46
华密新材,2023-02-09,3.62,3.6,3.64,3.59,1934,1285409.78,1.39,0.0,0.0,1.04
华密新材,2023-02-10,3.6,3.61,3.63,3.6,547,363182.67,0.83,0.28,0.01,0.29
华密新材,2023-02-13,3.64,3.62,3.64,3.6,2103,1402747.39,1.11,0.28,0.01,1.13
华密新材,2023-02-14,3.64,3.62,3.65,3.61,2307,1540589.51,1.1,0.0,0.0,1.24
华密新材,2023-02-15,3.61,3.62,3.62,3.6,1313,871845.64,0.55,0.0,0.0,0.7
华密新材,2023-02-16,3.64,3.54,3.64,3.54,1835,1215320.66,2.76,-2.21,-0.08,0.98
华密新材,2023-02-17,3.59,3.53,3.59,3.52,1671,1091602.02,1.98,-0.28,-0.01,0.9
华密新材,2023-02-20,3.61,3.57,3.61,3.51,618,403859.27,2.83,1.13,0.04,0.33
华密新材,2023-02-21,3.58,3.57,3.58,3.52,1078,705714.61,1.68,0.0,0.0,0.58
华密新材,2023-02-22,3.55,3.55,3.56,3.52,1329,867304.58,1.12,-0.56,-0.02,0.71
华密新材,2023-02-23,3.55,3.52,3.56,3.52,755,491132.9,1.13,-0.85,-0.03,0.4
华密新材,2023-02-24,3.52,3.52,3.54,3.51,473,307357.31,0.85,0.0,0.0,0.25
华密新材,2023-02-27,3.52,3.52,3.55,3.5,300,194062.82,1.42,0.0,0.0,0.16
华密新材,2023-02-28,3.55,3.52,3.55,3.51,458,297803.82,1.14,0.0,0.0,0.25
华密新材,2023-03-01,3.52,3.52,3.55,3.51,511,332592.72,1.14,0.0,0.0,0.27
华密新材,2023-03-02,3.52,3.53,3.55,3.52,502,326854.24,0.85,0.28,0.01,0.27
华密新材,2023-03-03,3.52,3.52,3.53,3.51,948,614352.38,0.57,-0.28,-0.01,0.51
华密新材,2023-03-06,3.51,3.52,3.55,3.51,419,272434.37,1.14,0.0,0.0,0.22
华密新材,2023-03-07,3.51,3.51,3.54,3.51,469,304119.06,0.85,-0.28,-0.01,0.25
华密新材,2023-03-08,3.49,3.49,3.51,3.48,494,318485.68,0.85,-0.57,-0.02,0.27
华密新材,2023-03-09,3.48,3.47,3.48,3.46,528,339240.44,0.57,-0.57,-0.02,0.28
华密新材,2023-03-10,3.46,3.44,3.46,3.42,658,418539.81,1.15,-0.86,-0.03,0.35
华密新材,2023-03-13,3.43,3.44,3.46,3.42,569,361495.82,1.16,0.0,0.0,0.31
华密新材,2023-03-14,3.42,3.42,3.44,3.42,718,454118.2,0.58,-0.58,-0.02,0.39
华密新材,2023-03-15,3.42,3.42,3.44,3.42,500,316478.51,0.58,0.0,0.0,0.27
华密新材,2023-03-16,3.41,3.4,3.42,3.39,700,440406.86,0.88,-0.58,-0.02,0.38
华密新材,2023-03-17,3.41,3.41,3.42,3.38,319,200891.0,1.18,0.29,0.01,0.17
华密新材,2023-03-20,3.41,3.38,3.41,3.38,460,288483.43,0.88,-0.88,-0.03,0.25
华密新材,2023-03-21,3.42,3.39,3.42,3.37,573,358622.37,1.48,0.3,0.01,0.31
华密新材,2023-03-22,3.44,3.41,3.58,3.37,464,294091.86,6.19,0.59,0.02,0.25
华密新材,2023-03-23,3.41,3.39,3.41,3.37,494,308953.27,1.17,-0.59,-0.02,0.26
华密新材,2023-03-24,3.38,3.42,3.49,3.38,635,401900.44,3.24,0.88,0.03,0.34
华密新材,2023-03-27,3.49,3.43,3.49,3.42,299,190050.43,2.05,0.29,0.01,0.16
华密新材,2023-03-28,3.42,3.4,3.42,3.39,450,283069.84,0.87,-0.87,-0.03,0.24
华密新材,2023-03-29,3.38,3.39,3.44,3.38,364,228714.07,1.76,-0.29,-0.01,0.2
华密新材,2023-03-30,3.39,3.38,3.39,3.37,517,322905.23,0.59,-0.29,-0.01,0.28
华密新材,2023-03-31,3.43,3.37,3.43,3.36,330,206259.16,2.07,-0.3,-0.01,0.18
华密新材,2023-04-03,3.36,3.4,3.41,3.36,528,331384.1,1.48,0.89,0.03,0.28
华密新材,2023-04-04,3.38,3.36,3.4,3.36,807,503388.44,1.18,-1.18,-0.04,0.43
华密新材,2023-04-06,3.36,3.38,3.38,3.35,775,482241.84,0.89,0.6,0.02,0.42
华密新材,2023-04-07,3.4,3.38,3.4,3.35,304,190273.63,1.48,0.0,0.0,0.16
华密新材,2023-04-10,3.38,3.36,3.38,3.35,497,310255.1,0.89,-0.59,-0.02,0.27
华密新材,2023-04-11,3.35,3.36,3.38,3.35,301,187632.32,0.89,0.0,0.0,0.16
华密新材,2023-04-12,3.36,3.36,3.36,3.35,484,301263.15,0.3,0.0,0.0,0.26
华密新材,2023-04-13,3.38,3.35,3.38,3.33,846,524621.14,1.49,-0.3,-0.01,0.45
华密新材,2023-04-14,3.35,3.35,3.35,3.33,276,171139.34,0.6,0.0,0.0,0.15
华密新材,2023-04-17,3.32,3.34,3.38,3.32,473,292102.25,1.79,-0.3,-0.01,0.25
华密新材,2023-04-18,3.33,3.33,3.34,3.33,150,92729.37,0.3,-0.3,-0.01,0.08
华密新材,2023-04-19,3.33,3.33,3.33,3.32,508,313284.0,0.3,0.0,0.0,0.27
华密新材,2023-04-20,3.31,3.31,3.36,3.29,372,228042.14,2.1,-0.6,-0.02,0.2
华密新材,2023-04-21,3.36,3.28,3.36,3.26,381,232035.0,3.02,-0.91,-0.03,0.2
华密新材,2023-04-24,3.26,3.27,3.3,3.26,658,399615.43,1.22,-0.3,-0.01,0.35
华密新材,2023-04-25,3.38,3.29,3.38,3.27,1320,808850.21,3.36,0.61,0.02,0.71
华密新材,2023-04-26,3.27,3.35,3.39,3.27,824,511414.19,3.65,1.82,0.06,0.44
华密新材,2023-04-27,3.33,3.31,3.37,3.28,488,299537.06,2.69,-1.19,-0.04,0.26
华密新材,2023-04-28,3.3,3.34,3.35,3.3,305,188086.69,1.51,0.91,0.03,0.16
华密新材,2023-05-04,3.32,3.37,3.37,3.29,546,337869.48,2.4,0.9,0.03,0.29
华密新材,2023-05-05,3.38,3.42,3.44,3.35,1260,793234.39,2.67,1.48,0.05,0.68
华密新材,2023-05-08,3.42,3.52,3.52,3.42,3121,2011695.18,2.92,2.92,0.1,1.67
华密新材,2023-05-09,3.52,3.44,3.52,3.42,1236,789600.4,2.84,-2.27,-0.08,0.66
华密新材,2023-05-10,3.44,3.4,3.49,3.38,553,347560.16,3.2,-1.16,-0.04,0.3
华密新材,2023-05-11,3.37,3.44,3.44,3.37,592,375112.46,2.06,1.18,0.04,0.32
华密新材,2023-05-12,3.46,3.43,3.46,3.41,265,168184.15,1.45,-0.29,-0.01,0.14
华密新材,2023-05-15,3.47,3.46,3.47,3.44,508,324090.74,0.87,0.87,0.03,0.27
华密新材,2023-05-16,3.46,3.46,3.49,3.44,431,267400.35,1.45,0.0,0.0,0.23
华密新材,2023-05-17,3.51,3.43,3.51,3.4,969,596227.16,3.18,-0.87,-0.03,0.52
华密新材,2023-05-18,3.43,3.45,3.47,3.43,608,377422.36,1.17,0.58,0.02,0.33
华密新材,2023-05-19,3.41,3.46,3.46,3.41,215,132962.65,1.45,0.29,0.01,0.12
华密新材,2023-05-22,3.41,3.45,3.46,3.41,344,213441.34,1.45,-0.29,-0.01,0.18
华密新材,2023-05-23,3.42,3.44,3.47,3.42,260,161564.54,1.45,-0.29,-0.01,0.14
华密新材,2023-05-24,3.45,3.46,3.48,3.44,556,345969.6,1.16,0.58,0.02,0.3
华密新材,2023-05-25,3.45,3.48,3.49,3.45,1360,848867.78,1.16,0.58,0.02,0.73
华密新材,2023-05-26,3.48,3.47,3.48,3.44,216,134659.3,1.15,-0.29,-0.01,0.12
华密新材,2023-05-29,3.45,3.44,3.49,3.44,212,131467.88,1.44,-0.86,-0.03,0.11
华密新材,2023-05-30,3.43,3.44,3.46,3.42,255,157161.98,1.16,0.0,0.0,0.14
华密新材,2023-05-31,3.4,3.44,3.46,3.39,345,212032.0,2.03,0.0,0.0,0.19
华密新材,2023-06-01,3.42,3.46,3.48,3.41,780,484814.31,2.03,0.58,0.02,0.42
华密新材,2023-06-02,3.45,3.46,3.47,3.44,485,301246.54,0.87,0.0,0.0,0.26
华密新材,2023-06-05,3.48,3.45,3.48,3.44,388,241581.37,1.16,-0.29,-0.01,0.21
华密新材,2023-06-06,3.45,3.42,3.45,3.42,390,241203.9,0.87,-0.87,-0.03,0.21
华密新材,2023-06-07,3.42,3.42,3.5,3.42,179,110529.25,2.34,0.0,0.0,0.1
华密新材,2023-06-08,3.4,3.43,3.44,3.4,239,146928.18,1.17,0.29,0.01,0.13
华密新材,2023-06-09,3.4,3.42,3.44,3.4,335,205665.48,1.17,-0.29,-0.01,0.18
华密新材,2023-06-12,3.39,3.4,3.41,3.38,430,262554.02,0.88,-0.58,-0.02,0.23
华密新材,2023-06-13,3.39,3.41,3.41,3.38,178,108994.62,0.88,0.29,0.01,0.1
华密新材,2023-06-14,3.38,3.41,3.41,3.38,311,189886.56,0.88,0.0,0.0,0.17
