名称,日期,开盘,收盘,最高,最低,成交量
西磁科技,2023-12-21,24.67,26.97,39.36,23.47,141544
西磁科技,2023-12-22,24.08,24.32,25.47,23.28,89778
西磁科技,2023-12-25,25.17,25.25,26.47,23.67,72106
西磁科技,2023-12-26,24.58,31.47,31.47,23.95,97984
西磁科技,2023-12-27,29.67,31.86,34.1,28.97,84019
西磁科技,2023-12-28,31.86,29.37,32.55,29.34,61997
西磁科技,2023-12-29,28.47,28.74,30.06,27.09,57286
西磁科技,2024-01-02,28.78,29.02,29.18,27.98,40540
西磁科技,2024-01-03,28.51,27.12,28.76,27.12,36288
西磁科技,2024-01-04,27.14,27.67,27.97,26.77,31593
西磁科技,2024-01-05,27.57,25.51,27.66,24.96,31604
西磁科技,2024-01-08,25.71,24.11,25.91,24.11,15801
西磁科技,2024-01-09,24.47,22.83,24.86,22.17,21561
西磁科技,2024-01-10,22.78,23.75,23.78,21.95,21651
西磁科技,2024-01-11,23.72,25.43,25.66,22.96,31822
西磁科技,2024-01-12,24.67,24.01,25.05,23.29,21516
西磁科技,2024-01-15,23.67,23.83,24.18,22.69,10804
西磁科技,2024-01-16,23.79,25.53,25.55,23.67,38240
西磁科技,2024-01-17,24.7,24.0,25.57,24.0,25839
西磁科技,2024-01-18,23.62,24.29,24.55,22.69,21355
西磁科技,2024-01-19,24.12,24.63,24.85,23.82,22992
西磁科技,2024-01-22,24.49,22.76,24.61,22.48,17203
西磁科技,2024-01-23,22.68,22.74,23.13,22.01,11598
西磁科技,2024-01-24,22.85,21.51,22.96,20.31,19473
西磁科技,2024-01-25,21.27,20.61,21.49,20.18,19452
西磁科技,2024-01-26,20.65,20.45,21.46,20.26,12919
西磁科技,2024-01-29,20.66,22.12,23.38,20.47,36225
西磁科技,2024-01-30,20.71,19.45,21.25,19.27,26048
西磁科技,2024-01-31,20.67,20.3,21.66,19.48,29383
西磁科技,2024-02-01,19.67,18.07,19.67,18.05,26061
西磁科技,2024-02-02,18.39,16.12,18.43,15.34,23373
西磁科技,2024-02-05,16.23,14.34,16.23,13.65,18723
西磁科技,2024-02-06,14.23,15.66,15.96,14.17,21008
西磁科技,2024-02-07,15.85,20.45,20.45,15.68,65272
西磁科技,2024-02-08,20.41,18.28,20.66,17.52,63777
西磁科技,2024-02-19,16.78,18.31,18.31,16.78,37171
西磁科技,2024-02-20,17.87,18.76,19.24,17.71,33025
西磁科技,2024-02-21,18.47,18.38,19.25,18.13,30136
西磁科技,2024-02-22,18.45,18.18,18.54,17.56,23732
西磁科技,2024-02-23,18.27,17.91,18.38,17.67,18356
西磁科技,2024-02-26,17.93,19.53,20.39,17.93,43978
西磁科技,2024-02-27,19.57,22.53,24.67,18.87,56227
西磁科技,2024-02-28,22.34,20.59,23.63,20.57,47266
西磁科技,2024-02-29,20.17,21.43,21.55,20.17,30197
西磁科技,2024-03-01,21.49,20.78,21.66,20.67,23102
西磁科技,2024-03-04,20.47,19.85,20.75,19.68,18420
西磁科技,2024-03-05,20.0,20.37,21.37,19.72,31396
西磁科技,2024-03-06,19.97,22.27,22.39,19.47,44857
西磁科技,2024-03-07,22.18,22.57,25.67,21.25,60922
