名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
无锡鼎邦,2024-04-08,12.8,10.0,13.67,10.0,201910,243012238.21,61.17,66.67,4.0,84.92
无锡鼎邦,2024-04-09,9.65,8.87,9.7,8.75,121255,113510244.9,9.5,-11.3,-1.13,51.0
无锡鼎邦,2024-04-10,9.06,9.17,9.98,8.98,108509,104277993.12,11.27,3.38,0.3,45.64
无锡鼎邦,2024-04-11,8.8,8.76,9.27,8.54,79886,71857321.5,7.96,-4.47,-0.41,33.6
无锡鼎邦,2024-04-12,8.84,8.81,9.18,8.72,57174,52258928.26,5.25,0.57,0.05,24.05
无锡鼎邦,2024-04-15,9.09,8.53,9.25,8.46,62166,56195898.79,8.97,-3.18,-0.28,26.15
无锡鼎邦,2024-04-16,8.31,7.69,8.31,7.63,55734,45115280.87,7.97,-9.85,-0.84,23.44
无锡鼎邦,2024-04-17,7.8,8.04,8.18,7.8,43391,35647631.34,4.94,4.55,0.35,18.25
无锡鼎邦,2024-04-18,7.93,7.72,8.02,7.7,42661,34403435.3,3.98,-3.98,-0.32,17.94
无锡鼎邦,2024-04-19,7.7,8.22,8.76,7.65,80077,68238025.66,14.38,6.48,0.5,33.68
无锡鼎邦,2024-04-22,7.9,7.87,7.99,7.72,50697,40837488.05,3.28,-4.26,-0.35,21.32
无锡鼎邦,2024-04-23,7.92,8.04,8.07,7.8,32281,26226133.39,3.43,2.16,0.17,13.58
无锡鼎邦,2024-04-24,8.03,8.05,8.05,7.87,27119,22146605.21,2.24,0.12,0.01,11.41
无锡鼎邦,2024-04-25,7.97,7.83,8.06,7.83,22349,18184446.08,2.86,-2.73,-0.22,9.4
无锡鼎邦,2024-04-26,7.86,7.93,8.03,7.82,27689,22465529.54,2.68,1.28,0.1,11.65
无锡鼎邦,2024-04-29,7.95,7.95,7.99,7.85,27796,22584330.21,1.77,0.25,0.02,11.69
无锡鼎邦,2024-04-30,7.96,8.02,8.28,7.94,34955,28997484.45,4.28,0.88,0.07,14.7
无锡鼎邦,2024-05-06,8.24,8.12,8.24,8.02,27762,23031840.09,2.74,1.25,0.1,11.68
无锡鼎邦,2024-05-07,8.13,7.99,8.13,7.96,22959,18838600.79,2.09,-1.6,-0.13,9.66
无锡鼎邦,2024-05-08,8.04,8.28,8.31,7.91,43080,35870966.77,5.01,3.63,0.29,18.12
无锡鼎邦,2024-05-09,8.15,8.6,8.8,8.15,57938,50421057.49,7.85,3.86,0.32,24.37
无锡鼎邦,2024-05-10,8.65,8.59,8.73,8.3,34258,29706242.35,5.0,-0.12,-0.01,14.41
无锡鼎邦,2024-05-13,8.55,8.23,8.59,8.18,23633,20300489.38,4.77,-4.19,-0.36,9.94
无锡鼎邦,2024-05-14,8.17,8.04,8.33,8.0,22447,18675626.57,4.01,-2.31,-0.19,9.44
无锡鼎邦,2024-05-15,8.04,7.88,8.08,7.85,19532,15912256.3,2.86,-1.99,-0.16,8.22
无锡鼎邦,2024-05-16,7.87,7.88,7.94,7.84,13738,11104760.54,1.27,0.0,0.0,5.78
无锡鼎邦,2024-05-17,7.86,8.0,8.02,7.83,14261,11553023.81,2.41,1.52,0.12,6.0
无锡鼎邦,2024-05-20,8.0,8.13,8.19,7.95,18580,15355514.84,3.0,1.63,0.13,7.81
无锡鼎邦,2024-05-21,8.08,8.02,8.12,7.97,9373,7709988.53,1.85,-1.35,-0.11,3.94
无锡鼎邦,2024-05-22,8.0,8.1,8.15,8.0,11343,9402936.56,1.87,1.0,0.08,4.77
无锡鼎邦,2024-05-23,8.11,8.74,9.79,7.91,85075,76788987.55,23.21,7.9,0.64,35.78
无锡鼎邦,2024-05-24,8.61,9.47,10.2,8.51,110187,105581506.25,19.34,8.35,0.73,46.34
无锡鼎邦,2024-05-27,9.79,9.3,10.15,8.88,66286,63905319.89,13.41,-1.8,-0.17,27.88
无锡鼎邦,2024-05-28,9.06,9.3,9.78,8.96,53231,51061139.64,8.82,0.0,0.0,22.39
无锡鼎邦,2024-05-29,9.31,8.87,9.46,8.77,47738,43963489.67,7.42,-4.62,-0.43,20.08
无锡鼎邦,2024-05-30,8.98,8.4,8.98,8.22,54596,47812728.9,8.57,-5.3,-0.47,22.96
无锡鼎邦,2024-05-31,8.24,8.23,8.34,8.15,26918,22682909.86,2.26,-2.02,-0.17,11.32
无锡鼎邦,2024-06-03,8.21,8.42,8.54,7.95,44380,37337392.62,7.17,2.31,0.19,18.67
无锡鼎邦,2024-06-04,8.22,8.87,9.0,8.22,54315,48215925.44,9.26,5.34,0.45,22.84
无锡鼎邦,2024-06-05,8.7,8.45,8.88,8.29,33263,28886386.89,6.65,-4.74,-0.42,13.99
无锡鼎邦,2024-06-06,8.42,8.02,8.5,7.98,29132,24265923.74,6.15,-5.09,-0.43,12.25
无锡鼎邦,2024-06-07,8.1,8.11,8.26,8.01,14961,12471684.53,3.12,1.12,0.09,6.29
无锡鼎邦,2024-06-11,8.24,8.04,8.24,7.96,16903,13940483.78,3.45,-0.86,-0.07,7.11
无锡鼎邦,2024-06-12,8.0,8.03,8.09,8.0,13058,10750811.19,1.12,-0.12,-0.01,5.49
无锡鼎邦,2024-06-13,8.04,8.04,8.16,7.93,16734,13765586.08,2.86,0.12,0.01,7.04
无锡鼎邦,2024-06-14,8.09,8.16,8.24,8.04,20015,16771649.73,2.49,1.49,0.12,8.42
无锡鼎邦,2024-06-17,8.2,7.99,8.2,7.95,16050,13193776.96,3.06,-2.08,-0.17,6.75
无锡鼎邦,2024-06-18,7.98,8.11,8.14,7.97,11011,9085638.78,2.13,1.5,0.12,4.63
无锡鼎邦,2024-06-19,8.12,8.28,8.67,8.04,31987,27303612.65,7.77,2.1,0.17,13.45
无锡鼎邦,2024-06-20,8.2,8.01,8.22,8.0,19355,16003650.31,2.66,-3.26,-0.27,8.14
无锡鼎邦,2024-06-21,8.02,8.1,8.29,7.99,20920,17467732.3,3.75,1.12,0.09,8.8
无锡鼎邦,2024-06-24,8.13,7.9,8.17,7.9,18838,15384704.04,3.33,-2.47,-0.2,7.92
无锡鼎邦,2024-06-25,7.92,7.91,8.03,7.87,15913,12948751.96,2.03,0.13,0.01,6.69
无锡鼎邦,2024-06-26,7.91,7.99,8.02,7.86,12246,9970355.39,2.02,1.01,0.08,5.15
无锡鼎邦,2024-06-27,7.99,7.92,8.02,7.91,12026,9694418.29,1.38,-0.88,-0.07,5.06
无锡鼎邦,2024-06-28,7.9,7.97,8.03,7.9,9689,7815952.04,1.64,0.63,0.05,4.08
无锡鼎邦,2024-07-01,7.98,7.99,8.04,7.91,6440,5188871.58,1.63,0.25,0.02,2.71
无锡鼎邦,2024-07-02,8.01,7.78,8.03,7.75,12532,10005942.35,3.5,-2.63,-0.21,5.27
无锡鼎邦,2024-07-03,7.77,7.55,7.82,7.5,18260,14074675.68,4.11,-2.96,-0.23,7.68
无锡鼎邦,2024-07-04,7.55,7.52,7.72,7.5,11113,8566647.07,2.91,-0.4,-0.03,4.67
无锡鼎邦,2024-07-05,7.55,7.5,7.57,7.36,10491,7933556.56,2.79,-0.27,-0.02,4.41
无锡鼎邦,2024-07-08,7.46,7.29,7.49,7.23,8324,6177407.02,3.47,-2.8,-0.21,3.5
无锡鼎邦,2024-07-09,7.28,7.22,7.28,7.06,21471,15635462.06,3.02,-0.96,-0.07,9.03
无锡鼎邦,2024-07-10,7.19,7.01,7.25,7.0,14369,10366985.41,3.46,-2.91,-0.21,6.04
无锡鼎邦,2024-07-11,7.13,7.28,7.31,7.07,13340,9769885.95,3.42,3.85,0.27,5.61
无锡鼎邦,2024-07-12,7.25,7.29,7.36,7.2,8084,5967236.83,2.2,0.14,0.01,3.4
无锡鼎邦,2024-07-15,7.21,7.18,7.3,7.12,3980,2909656.91,2.47,-1.51,-0.11,1.67
无锡鼎邦,2024-07-16,7.13,7.53,7.58,7.13,17230,13007523.66,6.27,4.87,0.35,7.25
无锡鼎邦,2024-07-17,7.49,8.22,8.37,7.49,57095,46404976.0,11.69,9.16,0.69,24.01
无锡鼎邦,2024-07-18,8.05,7.73,8.18,7.71,36211,28934383.02,5.72,-5.96,-0.49,15.23
