日期,开盘,收盘,最高,最低,成交量
2024-05-30,40.43,48.27,53.29,40.19,46214
2024-05-31,43.29,42.49,48.21,41.76,30048
2024-06-03,42.99,51.14,53.04,39.21,33927
2024-06-04,50.43,57.57,63.2,49.79,34893
2024-06-05,56.86,57.29,59.01,52.57,28003
2024-06-06,58.29,46.81,60.13,46.51,28603
2024-06-07,44.93,45.06,51.07,44.0,21993
2024-06-11,43.58,41.88,43.71,41.15,18748
2024-06-12,41.88,41.84,44.69,41.29,19112
2024-06-13,41.86,41.71,43.2,40.21,19237
2024-06-14,41.14,42.71,43.71,40.79,18245
2024-06-17,41.27,40.29,42.21,39.71,16622
2024-06-18,40.09,40.04,40.64,39.79,9875
2024-06-19,39.81,40.29,42.49,39.75,15253
2024-06-20,39.74,38.39,40.55,38.04,14180
2024-06-21,37.76,36.86,39.21,36.38,10232
2024-06-24,36.5,34.49,36.5,34.02,9548
2024-06-25,34.57,35.29,36.5,34.44,9178
2024-06-26,34.7,34.74,35.26,32.58,6891
2024-06-27,34.6,35.37,37.48,34.0,10253
2024-06-28,34.72,34.5,35.63,34.14,7266
2024-07-01,34.14,33.57,34.79,33.5,6277
2024-07-02,33.85,33.57,33.99,33.21,5065
2024-07-03,33.57,31.93,33.61,31.71,5788
2024-07-04,32.27,34.79,39.0,32.07,18473
2024-07-05,33.61,33.11,34.59,32.34,12166
2024-07-08,33.14,35.71,36.05,31.86,12868
2024-07-09,35.44,35.64,37.5,34.8,12098
2024-07-10,35.5,36.0,36.86,34.71,8691
2024-07-11,37.0,35.99,37.57,35.59,9426
2024-07-12,34.94,34.16,35.75,33.94,9603
2024-07-15,33.66,33.29,34.32,33.04,4941
2024-07-16,33.26,36.57,37.01,33.08,13521
2024-07-17,36.14,39.04,39.84,36.01,17907
2024-07-18,37.59,35.64,38.15,35.55,11397
2024-07-19,34.79,34.21,36.15,34.01,8026
2024-07-22,34.29,34.39,34.68,33.93,3997
2024-07-23,35.2,34.35,36.57,34.22,6703
2024-07-24,33.64,32.81,33.99,32.59,6863
2024-07-25,32.51,32.8,33.95,32.4,5043
2024-07-26,32.72,33.2,33.56,32.63,3784
2024-07-29,32.62,32.78,33.16,32.57,3790
2024-07-30,33.04,33.49,33.95,32.4,5212
2024-07-31,33.21,36.06,36.54,33.07,12972
2024-08-01,35.07,34.36,35.56,34.21,8769
2024-08-02,33.94,33.24,34.13,33.08,4683
2024-08-05,33.14,33.48,34.79,33.06,7203
2024-08-06,33.99,33.73,34.21,32.94,5814
2024-08-07,33.29,33.34,33.61,33.09,4598
2024-08-08,33.25,32.96,33.33,32.64,3197
2024-08-09,33.14,32.93,33.44,32.86,2581
2024-08-12,32.66,32.74,33.09,32.44,2002
2024-08-13,32.9,33.39,33.41,32.61,3441
2024-08-14,33.4,33.14,33.64,32.93,2091
2024-08-15,32.93,33.31,33.99,32.82,4202
2024-08-16,33.29,34.04,34.06,33.18,5303
2024-08-19,34.4,34.11,35.11,34.04,5319
2024-08-20,33.76,36.49,36.97,33.41,10381
2024-08-21,36.06,36.91,39.0,35.14,14694
2024-08-22,35.88,33.09,36.38,32.96,11440
2024-08-23,32.16,32.01,32.57,31.85,7431
2024-08-26,31.57,31.84,32.24,31.57,3772
2024-08-27,31.64,30.65,31.71,30.15,4817
2024-08-28,30.34,31.16,32.32,30.08,5683
2024-08-29,30.68,31.16,31.59,30.44,4168
2024-08-30,30.99,31.51,32.11,30.81,4603
2024-09-02,31.07,30.49,31.71,30.49,3463
2024-09-03,30.71,30.53,30.92,30.27,2011
2024-09-04,29.96,29.67,30.36,29.64,3563
2024-09-05,29.49,29.62,29.95,29.49,2137
2024-09-06,29.69,29.28,30.06,29.24,2339
2024-09-09,29.01,28.49,29.36,28.44,2656
2024-09-10,28.64,28.13,28.64,27.63,2890
2024-09-11,27.84,27.71,27.99,27.61,1333
2024-09-12,27.93,27.28,28.19,27.28,2234
2024-09-13,27.07,28.24,29.18,26.91,7751
2024-09-18,27.44,27.14,27.73,27.06,3815
2024-09-19,27.15,27.34,27.84,27.15,2596
2024-09-20,27.49,26.94,27.49,26.86,2102
2024-09-23,26.96,26.39,26.99,26.36,2178
2024-09-24,26.39,27.13,27.43,26.39,3036
2024-09-25,27.67,27.39,27.87,27.07,3243
2024-09-26,27.09,28.74,29.18,27.09,6577
2024-09-27,28.52,30.61,31.58,28.52,8399
2024-09-30,32.22,36.15,36.77,31.29,15005
2024-10-08,46.14,44.51,46.14,38.99,19831
2024-10-09,40.64,37.71,44.02,36.31,12695
2024-10-10,37.74,37.57,39.54,37.41,7600
2024-10-11,36.88,34.3,37.43,33.14,5770
2024-10-14,34.29,35.42,36.14,33.93,4603
2024-10-15,35.57,34.32,36.71,34.29,6104
2024-10-16,33.49,33.99,34.59,32.69,5126
2024-10-17,34.43,35.82,38.16,34.1,10515
2024-10-18,35.71,37.8,38.91,35.43,10779
2024-10-21,39.36,45.22,45.29,39.03,16178
2024-10-22,43.0,40.09,44.71,39.16,12709
2024-10-23,40.51,41.91,46.14,40.51,12905
