名称,日期,开盘,收盘,最高,最低,成交量
司南导航,2023-08-16,54.03,49.52,69.48,48.68,106637
司南导航,2023-08-17,46.23,59.87,63.58,45.29,101705
司南导航,2023-08-18,64.29,60.75,71.56,60.6,97836
司南导航,2023-08-21,60.67,58.7,65.29,57.7,70953
司南导航,2023-08-22,55.73,52.63,60.28,51.83,68407
司南导航,2023-08-23,53.02,47.61,53.41,47.59,48291
司南导航,2023-08-24,47.54,47.31,48.81,45.4,34708
司南导航,2023-08-25,46.22,42.21,46.75,42.01,36781
司南导航,2023-08-28,45.58,42.28,46.03,42.19,33594
司南导航,2023-08-29,41.45,47.31,48.09,41.45,45981
司南导航,2023-08-30,47.5,53.57,56.82,46.84,64517
司南导航,2023-08-31,53.0,54.96,58.14,51.63,65016
司南导航,2023-09-01,54.57,51.32,55.19,51.32,32992
司南导航,2023-09-04,51.71,53.06,55.02,51.63,34531
司南导航,2023-09-05,53.15,53.53,55.73,52.64,35830
司南导航,2023-09-06,53.42,56.42,56.49,50.52,46882
司南导航,2023-09-07,54.57,51.48,54.61,51.25,33796
司南导航,2023-09-08,52.38,61.83,61.83,51.69,46200
司南导航,2023-09-11,59.94,56.04,59.94,55.55,42969
司南导航,2023-09-12,56.5,55.74,57.97,55.38,27740
司南导航,2023-09-13,55.19,54.03,55.38,52.81,23187
司南导航,2023-09-14,53.57,48.91,53.78,48.56,25086
司南导航,2023-09-15,48.92,48.43,50.08,47.91,17959
司南导航,2023-09-18,47.64,48.78,50.61,47.24,19535
司南导航,2023-09-19,48.52,46.83,48.7,46.7,13455
司南导航,2023-09-20,46.63,45.92,47.44,45.92,9628
司南导航,2023-09-21,45.3,46.3,47.75,44.99,15572
司南导航,2023-09-22,45.91,47.69,47.92,45.62,14018
司南导航,2023-09-25,47.44,46.76,47.67,46.25,10647
司南导航,2023-09-26,46.43,46.15,47.07,45.48,8810
司南导航,2023-09-27,45.98,45.33,47.0,45.22,11552
司南导航,2023-09-28,45.35,46.15,46.95,45.35,11511
司南导航,2023-10-09,46.22,46.52,47.75,45.74,18313
司南导航,2023-10-10,46.36,47.27,48.61,46.09,16626
司南导航,2023-10-11,46.8,48.05,49.02,45.92,19574
司南导航,2023-10-12,47.61,46.2,47.85,44.93,15665
司南导航,2023-10-13,45.78,46.56,47.09,45.48,11137
司南导航,2023-10-16,46.84,44.48,46.84,44.29,14656
司南导航,2023-10-17,44.69,47.51,47.61,43.61,21671
司南导航,2023-10-18,46.59,45.42,46.67,45.25,13298
司南导航,2023-10-19,45.01,47.86,48.94,44.39,26271
司南导航,2023-10-20,47.82,45.49,48.36,45.08,20443
司南导航,2023-10-23,45.39,48.28,51.31,43.84,35999
司南导航,2023-10-24,48.61,49.31,50.64,47.77,35870
司南导航,2023-10-25,48.42,48.97,50.32,48.15,27140
司南导航,2023-10-26,47.98,50.06,50.06,47.32,28623
司南导航,2023-10-27,49.25,46.63,49.64,45.32,38103
司南导航,2023-10-30,45.66,46.66,47.55,44.76,22498
司南导航,2023-10-31,46.06,45.93,47.62,45.62,18595
司南导航,2023-11-01,45.83,44.43,46.7,44.06,19134
司南导航,2023-11-02,44.39,41.6,44.86,41.42,20492
司南导航,2023-11-03,41.74,43.3,43.98,41.74,19094
司南导航,2023-11-06,43.58,44.96,45.81,43.58,16633
司南导航,2023-11-07,45.04,45.31,45.54,44.23,10383
司南导航,2023-11-08,45.53,45.32,46.11,44.39,12086
司南导航,2023-11-09,45.3,44.71,46.53,44.24,13119
司南导航,2023-11-10,44.83,44.7,45.55,44.18,8566
司南导航,2023-11-13,44.96,46.42,46.53,44.35,15220
司南导航,2023-11-14,47.06,47.4,47.63,46.16,14238
司南导航,2023-11-15,47.69,47.97,48.47,46.63,14750
司南导航,2023-11-16,48.0,46.84,48.77,46.84,12942
司南导航,2023-11-17,46.76,47.71,48.53,46.37,12537
司南导航,2023-11-20,47.63,49.8,50.4,47.32,19170
司南导航,2023-11-21,49.47,49.08,50.33,48.53,16435
司南导航,2023-11-22,48.78,47.02,49.08,47.01,13129
司南导航,2023-11-23,47.02,47.41,47.71,46.32,9632
司南导航,2023-11-24,47.44,47.23,47.67,45.85,12983
司南导航,2023-11-27,47.46,48.06,48.9,47.01,11938
司南导航,2023-11-28,48.05,47.95,49.01,47.4,9621
司南导航,2023-11-29,47.71,46.93,48.09,46.53,9116
司南导航,2023-11-30,46.82,44.92,47.08,44.5,10134
司南导航,2023-12-01,44.71,44.4,45.3,43.83,10306
司南导航,2023-12-04,45.0,44.24,45.0,44.09,5909
司南导航,2023-12-05,43.71,42.61,44.23,42.5,7177
司南导航,2023-12-06,42.39,42.82,43.16,42.15,5578
司南导航,2023-12-07,42.57,42.96,43.2,42.35,5177
司南导航,2023-12-08,42.83,43.07,43.65,42.37,8600
司南导航,2023-12-11,42.93,43.23,43.5,42.31,7327
司南导航,2023-12-12,43.23,43.43,44.08,42.82,5694
司南导航,2023-12-13,43.38,43.18,43.61,42.86,6517
司南导航,2023-12-14,42.85,42.46,43.3,42.42,5121
司南导航,2023-12-15,42.55,41.51,42.85,41.45,5060
司南导航,2023-12-18,41.52,40.55,41.52,40.45,5367
司南导航,2023-12-19,41.16,40.75,41.16,40.12,4000
司南导航,2023-12-20,41.02,40.35,41.51,40.29,4301
司南导航,2023-12-21,40.35,39.98,40.58,38.86,7086
司南导航,2023-12-22,40.13,39.56,40.52,39.29,4449
司南导航,2023-12-25,39.61,39.1,39.93,38.88,3359
司南导航,2023-12-26,39.21,38.27,39.21,37.75,4682
司南导航,2023-12-27,38.46,38.31,38.58,38.06,3868
司南导航,2023-12-28,38.38,39.4,39.87,37.88,6276
司南导航,2023-12-29,39.57,39.9,40.21,39.33,5442
司南导航,2024-01-02,39.9,39.86,40.37,39.6,4576
司南导航,2024-01-03,39.6,38.95,39.6,38.68,5223
司南导航,2024-01-04,38.95,38.5,38.95,38.44,2666
司南导航,2024-01-05,38.5,37.44,38.74,37.12,4943
司南导航,2024-01-08,37.42,35.66,37.42,35.66,5626
司南导航,2024-01-09,36.11,35.65,36.58,35.51,3367
司南导航,2024-01-10,35.48,35.49,35.87,34.4,4462
司南导航,2024-01-11,35.81,36.65,36.73,35.49,5664
司南导航,2024-01-12,36.48,38.07,39.98,35.95,13684
司南导航,2024-01-15,37.22,36.51,37.96,36.2,9096
司南导航,2024-01-16,36.54,35.78,36.54,34.84,5967
司南导航,2024-01-17,35.81,35.04,36.49,35.0,4644
司南导航,2024-01-18,35.04,34.5,35.04,33.47,5113
司南导航,2024-01-19,34.71,34.43,34.78,33.76,3565
司南导航,2024-01-22,34.19,32.1,34.37,31.79,4740
司南导航,2024-01-23,32.02,32.28,32.48,31.64,3252
司南导航,2024-01-24,32.49,32.4,32.67,31.1,4452
司南导航,2024-01-25,32.56,33.91,34.13,31.99,6456
司南导航,2024-01-26,33.89,32.51,34.13,32.46,6181
司南导航,2024-01-29,32.86,31.9,34.88,31.9,6094
司南导航,2024-01-30,32.23,30.89,32.53,30.8,4100
司南导航,2024-01-31,31.41,28.52,31.47,28.39,5787
司南导航,2024-02-01,28.39,28.31,29.46,27.58,4989
司南导航,2024-02-02,28.31,25.93,28.61,25.34,6207
司南导航,2024-02-05,25.61,21.94,25.61,21.13,9614
司南导航,2024-02-06,21.87,22.21,23.29,19.8,10664
司南导航,2024-02-07,22.25,20.87,22.92,20.73,9718
司南导航,2024-02-08,22.05,22.99,23.37,20.95,9169
司南导航,2024-02-19,22.99,23.99,24.92,22.9,14061
司南导航,2024-02-20,24.1,24.65,24.92,23.51,12801
司南导航,2024-02-21,24.99,25.67,26.57,24.69,14238
司南导航,2024-02-22,25.37,26.69,27.21,25.37,11168
司南导航,2024-02-23,27.44,27.63,27.78,26.58,13249
司南导航,2024-02-26,28.08,28.22,29.15,27.36,13791
司南导航,2024-02-27,28.43,30.17,30.56,27.88,14617
