date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,code
2007-09-25,601939,2.95,2.93,3.42,2.84,27362297,23766599052.0,58.59,195.96,1.94,43.43,601939
2007-09-26,601939,3.01,2.96,3.16,2.91,4825808,4164199706.0,8.53,1.02,0.03,7.66,601939
2007-09-27,601939,3.04,3.65,3.65,3.03,6458050,5787534423.0,20.95,23.31,0.69,10.25,601939
2007-09-28,601939,3.79,3.7,3.84,3.56,5146260,4799733438.0,7.67,1.37,0.05,8.17,601939
2007-10-08,601939,3.89,4.14,4.3,3.65,5352057,5188771690.0,17.57,11.89,0.44,8.5,601939
2007-10-09,601939,4.07,4.17,4.42,3.85,3206264,3179614677.0,13.77,0.72,0.03,5.09,601939
2007-10-10,601939,4.19,4.26,4.46,4.12,3147929,3152836011.0,8.15,2.16,0.09,5.0,601939
2007-10-11,601939,4.31,4.53,4.55,4.13,3201708,3214321915.0,9.86,6.34,0.27,5.08,601939
2007-10-12,601939,4.58,4.36,4.58,3.91,3259280,3242246844.0,14.79,-3.75,-0.17,5.17,601939
2007-10-15,601939,4.29,4.26,4.35,4.02,2943624,2897081640.0,7.57,-2.29,-0.1,4.67,601939
2007-10-16,601939,4.26,4.43,4.8,4.26,3536729,3626902351.0,12.68,3.99,0.17,5.61,601939
2007-10-17,601939,4.31,4.22,4.37,4.13,1886883,1869329583.0,5.42,-4.74,-0.21,3.0,601939
2007-10-18,601939,4.2,3.92,4.21,3.87,1986577,1916542334.0,8.06,-7.11,-0.3,3.15,601939
2007-10-19,601939,3.97,3.93,4.12,3.84,1002652,965433389.0,7.14,0.26,0.01,1.59,601939
2007-10-22,601939,3.79,3.67,3.91,3.64,1179685,1108344886.0,6.87,-6.62,-0.26,1.87,601939
2007-10-23,601939,3.67,3.99,4.0,3.61,1458781,1379063872.0,10.63,8.72,0.32,2.32,601939
2007-10-24,601939,4.05,3.98,4.27,3.96,1794782,1763478356.0,7.77,-0.25,-0.01,2.85,601939
2007-10-25,601939,3.94,4.05,4.21,3.72,2022855,1956783137.0,12.31,1.76,0.07,3.21,601939
2007-10-26,601939,4.03,4.26,4.29,3.97,2406645,2375801492.0,7.9,5.19,0.21,3.82,601939
2007-10-29,601939,4.45,4.65,4.87,4.37,2857718,2969062478.0,11.74,9.15,0.39,4.54,601939
2007-10-30,601939,4.77,5.11,5.17,4.57,2626217,2810330588.0,12.9,9.89,0.46,4.17,601939
2007-10-31,601939,5.24,5.21,5.3,5.05,2868574,3133229316.0,4.89,1.96,0.1,4.55,601939
2007-11-01,601939,5.2,5.54,5.74,5.08,2611037,2945068625.0,12.67,6.33,0.33,4.14,601939
2007-11-02,601939,5.33,5.46,5.78,5.21,2356878,2660084829.0,10.29,-1.44,-0.08,3.74,601939
