date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,code
2007-04-27,601998,4.53,6.33,7.01,4.25,8340626,8437484529.0,163.31,274.56,4.64,72.42,601998
2007-04-30,601998,5.38,5.47,5.91,5.38,3562615,3712135398.0,8.37,-13.59,-0.86,30.94,601998
2007-05-08,601998,5.52,5.57,5.64,5.19,2022653,2077980695.0,8.23,1.83,0.1,17.56,601998
2007-05-09,601998,5.58,6.4,6.44,5.4,3013184,3273551913.0,18.67,14.9,0.83,26.16,601998
2007-05-10,601998,6.4,6.4,6.49,6.09,2150018,2439488494.0,6.25,0.0,0.0,18.67,601998
2007-05-11,601998,6.27,6.62,6.81,6.1,1789568,2077424899.0,11.09,3.44,0.22,15.54,601998
2007-05-14,601998,6.43,6.49,6.69,6.31,1425164,1654802863.0,5.74,-1.96,-0.13,12.38,601998
2007-05-15,601998,6.49,5.94,6.57,5.86,1406999,1572252457.0,10.94,-8.47,-0.55,12.22,601998
2007-05-16,601998,5.84,5.99,6.07,5.62,741531,801701427.0,7.58,0.84,0.05,6.44,601998
2007-05-17,601998,5.99,6.03,6.14,5.85,752291,825743719.0,4.84,0.67,0.04,6.53,601998
2007-05-18,601998,6.01,5.86,6.01,5.78,663680,718260603.0,3.81,-2.82,-0.17,5.76,601998
2007-05-21,601998,5.54,5.72,5.85,5.45,787818,833555475.0,6.83,-2.39,-0.14,6.84,601998
2007-05-22,601998,5.72,5.71,5.89,5.64,756368,805809209.0,4.37,-0.17,-0.01,6.57,601998
2007-05-23,601998,5.74,5.79,5.84,5.67,762242,814570839.0,2.98,1.4,0.08,6.62,601998
2007-05-24,601998,5.85,5.9,6.14,5.78,1054787,1150070548.0,6.22,1.9,0.11,9.16,601998
2007-05-25,601998,5.85,5.76,5.89,5.73,671411,718713048.0,2.71,-2.37,-0.14,5.83,601998
2007-05-28,601998,5.76,5.86,5.9,5.69,961109,1032906017.0,3.65,1.74,0.1,8.35,601998
2007-05-29,601998,6.0,5.95,6.06,5.84,1119755,1221297043.0,3.75,1.54,0.09,9.72,601998
2007-05-30,601998,5.52,5.28,5.82,5.15,1051308,1086653431.0,11.26,-11.26,-0.67,9.13,601998
2007-05-31,601998,5.27,5.74,5.91,5.09,1167000,1219553667.0,15.53,8.71,0.46,10.13,601998
2007-06-01,601998,5.69,5.59,5.99,5.56,1013139,1084801912.0,7.49,-2.61,-0.15,8.8,601998
2007-06-04,601998,5.52,4.72,5.52,4.72,797358,777784601.0,14.31,-15.56,-0.87,6.92,601998
2007-06-05,601998,4.52,4.96,4.98,4.1,743320,690090295.0,18.64,5.08,0.24,6.45,601998
2007-06-06,601998,5.02,4.89,5.09,4.8,514073,498906570.0,5.85,-1.41,-0.07,4.46,601998
2007-06-07,601998,4.94,4.98,4.99,4.85,480769,465595007.0,2.86,1.84,0.09,4.17,601998
2007-06-08,601998,4.98,5.38,5.49,4.84,949577,949736770.0,13.05,8.03,0.4,8.25,601998
2007-06-11,601998,5.52,5.34,5.52,5.17,873291,884344101.0,6.51,-0.74,-0.04,7.58,601998
2007-06-12,601998,5.34,5.2,5.34,4.93,549597,546919492.0,7.68,-2.62,-0.14,4.77,601998
2007-06-13,601998,5.2,5.44,5.53,5.19,865990,884347501.0,6.54,4.62,0.24,7.52,601998
2007-06-14,601998,5.44,5.19,5.44,5.11,505267,509168814.0,6.07,-4.6,-0.25,4.39,601998
2007-06-15,601998,5.09,5.23,5.44,5.04,469935,472674200.0,7.71,0.77,0.04,4.08,601998
2007-06-18,601998,5.39,5.39,5.58,5.27,753928,776751717.0,5.93,3.06,0.16,6.55,601998
2007-06-19,601998,5.34,5.28,5.5,5.1,466569,472301893.0,7.42,-2.04,-0.11,4.05,601998
2007-06-20,601998,5.27,5.03,5.27,5.0,562910,559842458.0,5.11,-4.73,-0.25,4.89,601998
2007-06-21,601998,5.02,5.14,5.34,4.91,400212,397258727.0,8.55,2.19,0.11,3.48,601998
2007-06-22,601998,5.14,4.9,5.32,4.81,509513,502732066.0,9.92,-4.67,-0.24,4.42,601998
2007-06-25,601998,4.92,4.72,5.16,4.67,440019,426746509.0,10.0,-3.67,-0.18,3.82,601998
2007-06-26,601998,4.59,4.73,4.8,4.48,302959,281889565.0,6.78,0.21,0.01,2.63,601998
2007-06-27,601998,4.74,4.97,5.0,4.6,467497,448902908.0,8.46,5.07,0.24,4.06,601998
2007-06-28,601998,5.04,4.65,5.14,4.64,435938,423736536.0,10.06,-6.44,-0.32,3.79,601998
2007-06-29,601998,4.5,4.52,4.75,4.38,288095,265762140.0,7.96,-2.8,-0.13,2.5,601998
2007-07-02,601998,4.49,4.5,4.6,4.27,245755,223472646.0,7.3,-0.44,-0.02,2.13,601998
2007-07-03,601998,4.51,4.61,4.67,4.5,210374,195228978.0,3.78,2.44,0.11,1.83,601998
2007-07-04,601998,4.63,4.43,4.69,4.38,162686,149738142.0,6.72,-3.9,-0.18,1.41,601998
2007-07-05,601998,4.3,3.94,4.4,3.94,315599,275770768.0,10.38,-11.06,-0.49,2.74,601998
2007-07-06,601998,3.94,4.24,4.27,3.89,269856,234321589.0,9.64,7.61,0.3,2.34,601998
2007-07-09,601998,4.25,4.3,4.39,4.18,248193,221808569.0,4.95,1.42,0.06,2.16,601998
2007-07-10,601998,4.35,4.39,4.64,4.31,336208,307412939.0,7.67,2.09,0.09,2.92,601998
2007-07-11,601998,4.39,4.39,4.49,4.29,161785,146258105.0,4.56,0.0,0.0,1.4,601998
2007-07-12,601998,4.42,4.47,4.55,4.38,167686,153380790.0,3.87,1.82,0.08,1.46,601998
2007-07-13,601998,4.47,4.39,4.52,4.35,105661,95524687.0,3.8,-1.79,-0.08,0.92,601998
2007-07-16,601998,4.54,4.39,4.58,4.35,153462,139998000.0,5.24,0.0,0.0,1.33,601998
2007-07-17,601998,4.39,4.69,4.77,4.39,397875,371657017.0,8.66,6.83,0.3,3.45,601998
2007-07-18,601998,4.69,4.78,4.92,4.6,470017,447144517.0,6.82,1.92,0.09,4.08,601998
2007-07-19,601998,4.78,4.69,4.84,4.63,203675,192214295.0,4.39,-1.88,-0.09,1.77,601998
2007-07-20,601998,4.69,5.0,5.02,4.64,460858,445283242.0,8.1,6.61,0.31,4.0,601998
2007-07-23,601998,5.13,5.19,5.41,5.13,798737,804879456.0,5.6,3.8,0.19,6.94,601998
2007-07-24,601998,5.23,5.14,5.3,5.1,431025,432249932.0,3.85,-0.96,-0.05,3.74,601998
2007-07-25,601998,5.14,5.96,5.96,5.12,1029694,1082302840.0,16.34,15.95,0.82,8.94,601998
2007-07-26,601998,6.07,5.98,6.34,5.92,1463357,1621086373.0,7.05,0.34,0.02,12.71,601998
2007-07-27,601998,5.86,5.85,6.01,5.73,615110,664146392.0,4.68,-2.17,-0.13,5.34,601998
2007-07-30,601998,5.72,5.86,5.94,5.48,1876908,1993331109.0,7.86,0.17,0.01,10.52,601998
2007-07-31,601998,5.72,5.59,5.81,5.49,1062237,1119411631.0,5.46,-4.61,-0.27,5.95,601998
2007-08-01,601998,5.64,5.22,5.83,5.19,1026459,1065826686.0,11.45,-6.62,-0.37,5.75,601998
2007-08-02,601998,5.31,5.42,5.49,5.1,735904,751269305.0,7.47,3.83,0.2,4.12,601998
2007-08-03,601998,5.42,5.76,5.85,5.42,1124422,1186095514.0,7.93,6.27,0.34,6.3,601998
2007-08-06,601998,5.81,5.63,5.84,5.47,957646,1009101970.0,6.42,-2.26,-0.13,5.37,601998
2007-08-07,601998,5.66,5.72,5.97,5.57,1405047,1509307593.0,7.1,1.6,0.09,7.87,601998
2007-08-08,601998,5.6,5.93,6.21,5.54,1459952,1588038550.0,11.71,3.67,0.21,8.18,601998
2007-08-09,601998,5.93,5.85,6.0,5.7,763379,824643498.0,5.06,-1.35,-0.08,4.28,601998
2007-08-10,601998,6.01,5.97,6.09,5.73,1245014,1362244898.0,6.15,2.05,0.12,6.98,601998
2007-08-13,601998,6.06,6.37,6.68,5.97,1964723,2231640222.0,11.89,6.7,0.4,11.01,601998
2007-08-14,601998,6.37,6.23,6.37,6.09,921514,1032775697.0,4.4,-2.2,-0.14,5.16,601998
2007-08-15,601998,6.22,6.29,6.44,6.03,1059552,1197982903.0,6.58,0.96,0.06,5.94,601998
2007-08-16,601998,6.29,6.34,6.66,6.14,1313812,1509989657.0,8.27,0.79,0.05,7.36,601998
2007-08-17,601998,6.27,5.94,6.52,5.89,1170397,1304331197.0,9.94,-6.31,-0.4,6.56,601998
2007-08-21,601998,6.61,6.37,6.66,6.34,1248452,1437180388.0,5.39,7.24,0.43,7.0,601998
2007-08-22,601998,6.19,6.31,6.43,6.14,864186,976414498.0,4.55,-0.94,-0.06,4.84,601998
2007-08-23,601998,6.31,6.19,6.39,6.06,862557,962221218.0,5.23,-1.9,-0.12,4.83,601998
2007-08-24,601998,6.31,6.49,6.52,6.19,1439917,1647160396.0,5.33,4.85,0.3,8.07,601998
2007-08-27,601998,6.69,7.33,7.46,6.69,2730195,3372132103.0,11.86,12.94,0.84,15.3,601998
2007-08-28,601998,7.14,7.28,7.59,6.9,1462812,1831463893.0,9.41,-0.68,-0.05,8.2,601998
