date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,code
2017-01-19,002841,7.89,10.76,10.76,7.89,233,637982.0,52.09,95.28,5.25,0.06,002841
2017-01-20,002841,12.48,12.48,12.48,12.48,81,245405.0,0.0,15.99,1.72,0.02,002841
2017-01-23,002841,14.36,14.36,14.36,14.36,70,231144.0,0.0,15.06,1.88,0.02,002841
2017-01-24,002841,16.44,16.44,16.44,16.44,98,359845.0,0.0,14.48,2.08,0.02,002841
2017-01-25,002841,18.72,18.72,18.72,18.72,474,1906452.0,0.0,13.87,2.28,0.12,002841
2017-01-26,002841,21.23,21.23,21.23,21.23,760,3358943.0,0.0,13.41,2.51,0.19,002841
2017-02-03,002841,23.99,23.99,23.99,23.99,954,4640177.0,0.0,13.0,2.76,0.24,002841
2017-02-06,002841,27.03,27.03,27.03,27.03,1745,9335877.0,0.0,12.67,3.04,0.43,002841
2017-02-07,002841,30.38,30.38,30.38,30.38,1614,9498717.0,0.0,12.39,3.35,0.4,002841
2017-02-08,002841,34.05,34.05,34.05,30.41,260262,1616011152.0,11.98,12.08,3.67,64.26,002841
2017-02-09,002841,33.35,36.11,38.03,33.35,201489,1363227376.0,13.74,6.05,2.06,49.75,002841
2017-02-10,002841,36.6,38.65,39.5,35.26,155324,1085397808.0,11.74,7.03,2.54,38.35,002841
2017-02-13,002841,38.09,39.92,40.84,36.79,124638,900720768.0,10.48,3.29,1.27,30.77,002841
2017-02-14,002841,39.23,38.52,40.01,37.93,93008,673791856.0,5.21,-3.51,-1.4,22.97,002841
2017-02-15,002841,38.26,37.32,40.43,37.28,109926,797268768.0,8.18,-3.12,-1.2,27.14,002841
2017-02-16,002841,36.61,38.41,39.82,36.61,106478,763342704.0,8.6,2.92,1.09,26.29,002841
2017-02-17,002841,38.16,35.09,38.46,34.23,112081,763301712.0,11.01,-8.64,-3.32,27.67,002841
2017-02-20,002841,35.16,34.23,35.41,32.96,72085,464722240.0,6.98,-2.45,-0.86,17.8,002841
2017-02-21,002841,34.23,35.35,36.41,33.98,63133,420174656.0,7.1,3.27,1.12,15.59,002841
2017-02-22,002841,35.24,39.53,39.53,34.73,103932,728528800.0,13.58,11.82,4.18,25.66,002841
2017-02-23,002841,41.1,42.36,43.66,40.63,135773,1050219712.0,7.67,7.16,2.83,33.52,002841
2017-02-24,002841,41.64,41.6,42.9,41.1,74722,578347392.0,4.25,-1.79,-0.76,18.45,002841
