名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
*ST步森,2011-04-12,13.52,17.93,20.0,13.27,171604,406656225.65,62.03,65.25,7.08,91.57
*ST步森,2011-04-13,16.8,17.13,19.07,16.8,138190,378418754.61,12.66,-4.46,-0.8,73.74
*ST步森,2011-04-14,15.93,15.89,16.6,15.43,96056,235059887.94,6.83,-7.24,-1.24,51.26
*ST步森,2011-04-15,15.58,14.97,15.73,14.95,64925,152535062.92,4.91,-5.79,-0.92,34.65
*ST步森,2011-04-18,14.73,14.83,15.19,14.67,40079,91850714.17,3.47,-0.94,-0.14,21.39
*ST步森,2011-04-19,14.63,14.17,14.72,14.07,45297,100089978.53,4.38,-4.45,-0.66,24.17
*ST步森,2011-04-20,14.14,14.19,14.59,14.1,24460,53933200.59,3.46,0.14,0.02,13.05
*ST步森,2011-04-21,14.17,14.69,14.9,13.99,43463,96980337.47,6.41,3.52,0.5,23.19
*ST步森,2011-04-22,14.47,14.14,14.53,14.07,31353,68842747.28,3.13,-3.74,-0.55,16.73
*ST步森,2011-04-25,13.93,13.41,14.09,13.4,23990,50467107.8,4.88,-5.16,-0.73,12.8
*ST步森,2011-04-26,13.29,13.49,13.84,13.29,18956,39568776.18,4.1,0.6,0.08,10.12
*ST步森,2011-04-27,13.53,12.93,13.7,12.8,22153,44844305.22,6.67,-4.15,-0.56,11.82
*ST步森,2011-04-28,12.93,13.55,14.05,12.68,41474,85662012.63,10.6,4.8,0.62,22.13
*ST步森,2011-04-29,13.33,13.22,13.58,13.19,23584,48641417.95,2.88,-2.44,-0.33,12.58
*ST步森,2011-05-03,13.17,13.02,13.17,12.61,17463,34737772.63,4.24,-1.51,-0.2,9.32
*ST步森,2011-05-04,12.97,12.89,13.23,12.8,13756,27706709.83,3.3,-1.0,-0.13,7.34
*ST步森,2011-05-05,12.73,12.79,13.05,12.55,10139,20138545.32,3.88,-0.78,-0.1,5.41
*ST步森,2011-05-06,12.79,12.72,12.9,12.61,8965,17698028.2,2.27,-0.55,-0.07,4.78
*ST步森,2011-05-09,12.72,12.83,13.0,12.72,8501,16885151.79,2.2,0.86,0.11,4.54
*ST步森,2011-05-10,12.8,13.27,13.34,12.8,17909,36147194.0,4.21,3.43,0.44,9.56
*ST步森,2011-05-11,13.27,13.02,13.27,12.98,12764,25855054.42,2.19,-1.88,-0.25,6.81
*ST步森,2011-05-12,13.0,12.45,13.03,12.29,14519,28596408.97,5.68,-4.38,-0.57,7.75
*ST步森,2011-05-16,12.65,13.73,13.73,12.52,27001,55768713.34,9.72,10.28,1.28,14.41
*ST步森,2011-05-17,13.95,14.19,14.4,13.66,61980,134723833.08,5.39,3.35,0.46,33.07
*ST步森,2011-05-18,13.8,13.61,13.84,13.39,25854,54323377.21,3.17,-4.09,-0.58,13.8
*ST步森,2011-05-19,13.56,13.97,13.99,13.24,28678,60368366.04,5.51,2.65,0.36,15.3
*ST步森,2011-05-20,13.82,13.59,13.92,13.45,18679,39412037.54,3.36,-2.72,-0.38,9.97
*ST步森,2011-05-23,13.6,12.55,13.6,12.4,19242,38628301.98,8.83,-7.65,-1.04,10.27
*ST步森,2011-05-24,12.53,12.17,12.53,11.86,14213,26679079.96,5.34,-3.03,-0.38,7.58
*ST步森,2011-05-25,12.11,11.6,12.13,11.55,14211,26042599.89,4.77,-4.68,-0.57,7.58
*ST步森,2011-05-26,11.78,11.49,11.78,11.41,10978,19713525.22,3.19,-0.95,-0.11,5.86
*ST步森,2011-05-27,11.31,11.07,11.53,11.07,8640,15128160.98,4.0,-3.66,-0.42,4.61
*ST步森,2011-05-30,11.11,11.07,11.37,10.95,7917,13780132.17,3.79,0.0,0.0,4.22
*ST步森,2011-05-31,11.13,11.39,11.47,11.07,7216,12605223.59,3.61,2.89,0.32,3.85
*ST步森,2011-06-01,11.25,11.48,11.59,11.25,9440,16768180.44,2.99,0.79,0.09,5.04
*ST步森,2011-06-02,11.27,11.24,11.38,11.05,9541,16613299.72,2.87,-2.09,-0.24,5.09
*ST步森,2011-06-03,11.27,11.66,11.71,11.21,13168,23514639.11,4.45,3.74,0.42,7.03
*ST步森,2011-06-07,11.47,11.47,11.58,11.35,9158,16340307.27,1.97,-1.63,-0.19,4.89
*ST步森,2011-06-08,11.37,11.65,11.67,11.22,12481,22196663.79,3.92,1.57,0.18,6.66
*ST步森,2011-06-09,11.49,11.28,11.83,11.27,9461,16924718.64,4.81,-3.18,-0.37,5.05
*ST步森,2011-06-10,11.24,10.99,11.35,10.82,8039,13842682.01,4.7,-2.57,-0.29,4.29
*ST步森,2011-06-13,10.76,10.97,11.07,10.76,3633,6188694.51,2.82,-0.18,-0.02,1.94
*ST步森,2011-06-14,11.07,11.08,11.15,10.95,6853,11782396.46,1.82,1.0,0.11,3.66
*ST步森,2011-06-15,11.08,11.05,11.13,10.97,4839,8295573.07,1.44,-0.27,-0.03,2.58
*ST步森,2011-06-16,10.88,10.79,11.07,10.73,5148,8686174.99,3.08,-2.35,-0.26,2.75
*ST步森,2011-06-17,10.79,10.85,10.95,10.77,4454,7514801.75,1.67,0.56,0.06,2.38
*ST步森,2011-06-20,10.85,10.78,10.87,10.64,3885,6505311.12,2.12,-0.65,-0.07,2.07
*ST步森,2011-06-21,10.8,11.11,11.37,10.79,8520,14742616.79,5.38,3.06,0.33,4.55
*ST步森,2011-06-22,11.13,11.07,11.13,10.89,5165,8837878.7,2.16,-0.36,-0.04,2.76
*ST步森,2011-06-23,11.12,11.31,11.52,11.01,10982,19312952.74,4.61,2.17,0.24,5.86
*ST步森,2011-06-24,11.2,11.6,11.65,11.17,19379,34536649.69,4.24,2.56,0.29,10.34
*ST步森,2011-06-28,11.73,11.61,11.79,11.47,13058,23573411.0,2.76,0.09,0.01,6.97
*ST步森,2011-06-29,11.61,11.39,11.77,11.39,10347,18635292.11,3.27,-1.89,-0.22,5.52
*ST步森,2011-06-30,11.45,11.42,11.53,11.34,9532,16914293.84,1.67,0.26,0.03,5.09
*ST步森,2011-07-01,11.42,11.55,11.72,11.41,8355,15042577.23,2.71,1.14,0.13,4.46
*ST步森,2011-07-04,11.64,12.74,12.75,11.53,33403,62963738.66,10.56,10.3,1.19,17.82
*ST步森,2011-07-05,12.66,12.84,13.31,12.41,57178,114595379.62,7.06,0.78,0.1,30.51
*ST步森,2011-07-06,12.59,12.65,12.7,12.31,21409,41441115.05,3.04,-1.48,-0.19,11.42
*ST步森,2011-07-07,12.53,12.67,12.91,12.38,19530,38263012.04,4.19,0.16,0.02,10.42
*ST步森,2011-07-08,12.67,12.39,12.77,12.27,10559,20437884.21,3.95,-2.21,-0.28,5.63
*ST步森,2011-07-11,12.33,12.4,12.6,12.27,8874,17098493.19,2.66,0.08,0.01,4.74
*ST步森,2011-07-12,12.33,12.68,12.78,11.91,49460,94632320.14,7.02,2.26,0.28,21.19
*ST步森,2011-07-13,12.49,12.77,13.0,12.26,38872,75789908.39,5.84,0.71,0.09,16.65
*ST步森,2011-07-14,12.77,13.2,13.4,12.67,43589,88096159.45,5.72,3.37,0.43,18.68
*ST步森,2011-07-15,13.2,13.06,13.29,12.99,24230,49105965.36,2.27,-1.06,-0.14,10.38
*ST步森,2011-07-18,13.13,13.21,13.4,13.02,25380,51829197.86,2.91,1.15,0.15,10.87
*ST步森,2011-07-19,13.03,12.59,13.09,12.52,19376,38332472.82,4.31,-4.69,-0.62,8.3
*ST步森,2011-07-20,12.67,12.68,12.75,12.37,11335,22086295.66,3.02,0.71,0.09,4.86
*ST步森,2011-07-21,12.66,12.47,12.83,12.45,9139,17927101.19,3.0,-1.66,-0.21,3.92
*ST步森,2011-07-22,12.5,12.65,12.81,12.5,9928,19486681.08,2.49,1.44,0.18,4.25
*ST步森,2011-07-25,12.62,11.81,12.62,11.8,14197,26728833.24,6.48,-6.64,-0.84,6.08
*ST步森,2011-07-27,11.83,12.15,12.21,11.74,13375,24887083.47,3.98,2.88,0.34,5.73
*ST步森,2011-07-28,11.93,12.09,12.14,11.91,7526,14021097.04,1.89,-0.49,-0.06,3.22
*ST步森,2011-07-29,12.05,12.13,12.3,12.02,9085,17124845.05,2.32,0.33,0.04,3.89
*ST步森,2011-08-01,12.01,12.13,12.24,11.85,8421,15786125.55,3.22,0.0,0.0,3.61
*ST步森,2011-08-02,12.02,12.73,12.77,12.0,28659,55332128.62,6.35,4.95,0.6,12.28
*ST步森,2011-08-03,12.47,13.02,13.17,12.45,36350,72844617.4,5.66,2.28,0.29,15.57
*ST步森,2011-08-04,13.01,12.85,13.13,12.75,16490,32904150.17,2.92,-1.31,-0.17,7.07
*ST步森,2011-08-05,12.41,12.07,12.56,11.99,18414,35167439.99,4.44,-6.07,-0.78,7.89
*ST步森,2011-08-08,11.92,10.95,11.92,10.82,19202,33588702.59,9.11,-9.28,-1.12,8.23
*ST步森,2011-08-09,10.61,10.75,10.88,10.27,13691,22585480.07,5.57,-1.83,-0.2,5.87
*ST步森,2011-08-10,10.98,10.85,11.14,10.81,11542,19735124.1,3.07,0.93,0.1,4.95
*ST步森,2011-08-11,10.54,11.21,11.27,10.53,13650,23336490.72,6.82,3.32,0.36,5.85
*ST步森,2011-08-12,11.21,11.3,11.49,11.21,10915,19171146.0,2.5,0.8,0.09,4.68
*ST步森,2011-08-15,11.31,11.64,11.68,11.27,12077,21655278.0,3.63,3.01,0.34,5.17
*ST步森,2011-08-16,11.65,11.53,11.77,11.41,9145,16384003.0,3.09,-0.95,-0.11,3.92
*ST步森,2011-08-17,11.6,11.75,11.9,11.45,13954,25328184.0,3.9,1.91,0.22,5.98
*ST步森,2011-08-18,11.63,11.32,11.78,11.29,9002,16059189.0,4.17,-3.66,-0.43,3.86
*ST步森,2011-08-19,11.04,11.33,11.35,11.0,6783,11803118.0,3.09,0.09,0.01,2.91
*ST步森,2011-08-22,11.37,11.3,11.55,11.21,7320,12930988.0,3.0,-0.26,-0.03,3.14
*ST步森,2011-08-23,11.41,11.65,11.71,11.31,9885,17715174.0,3.54,3.1,0.35,4.24
*ST步森,2011-08-24,11.67,11.69,11.92,11.65,12307,22469765.0,2.32,0.34,0.04,5.27
*ST步森,2011-08-25,11.75,11.96,12.07,11.67,14917,27442912.0,3.42,2.31,0.27,6.39
*ST步森,2011-08-26,11.93,12.07,12.23,11.87,13810,25810627.0,3.01,0.92,0.11,5.92
*ST步森,2011-08-29,11.99,12.08,12.23,11.94,12326,23073765.0,2.4,0.08,0.01,5.28
*ST步森,2011-08-30,12.19,11.77,12.2,11.72,10284,19120399.0,3.97,-2.57,-0.31,4.41
*ST步森,2011-08-31,11.8,11.69,11.86,11.49,9799,17759550.0,3.14,-0.68,-0.08,4.2
*ST步森,2011-09-01,11.65,11.6,11.81,11.5,5272,9546315.0,2.65,-0.77,-0.09,2.26
*ST步森,2011-09-02,11.57,11.71,11.75,11.55,5345,9674239.0,1.72,0.95,0.11,2.29
*ST步森,2011-09-05,11.5,11.44,11.59,11.27,6423,11405851.0,2.73,-2.31,-0.27,2.75
*ST步森,2011-09-06,11.32,11.22,11.44,11.07,4182,7312707.0,3.23,-1.92,-0.22,1.79
*ST步森,2011-09-07,11.35,11.53,11.55,11.25,4480,7920000.0,2.67,2.76,0.31,1.92
*ST步森,2011-09-08,11.53,11.4,11.67,11.4,4051,7243953.0,2.34,-1.13,-0.13,1.74
*ST步森,2011-09-13,11.14,10.95,11.22,10.9,5728,9792029.0,2.81,-3.95,-0.45,2.45
*ST步森,2011-09-14,10.99,11.68,11.82,9.93,14727,25819858.0,17.26,6.67,0.73,6.31
